Cofinancier,Country,Other Sources,Approval Year (Date of Approval ADB),Approval Year (ADB),Product Approval Number,Approval Numbers,Proj No,MFF Number,Equity Number,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF ,Total,Grants,Loans,Commercial,Total CF,Type of Cofinancing,Agreement Type,Admin Arrangement,Source Classification,Source Subtype,ADB Fund Source,Sector Code,Sector,Subsector Code,Subsector,Approval Date CF,Date of Agreement Letter,Theme,Supplementary,cofinanceOfficer,Recording Date,Effectivity Date,Physical Closing Date,Financial Completion Date,statuscofinancing,Sov-NonSov,PCR Rating,Validation Rating,PPER Rating,Remarks,Publications
DFID,U.K.,,2008,2008,3994(L),1940/3994(L),32430,,,CAM,Health Sector Support (Supplementary),SERD,SESS,03/31/2008,,,,,0.00,1.80,,,1.80,DVA,PS,Full Administration,Bilateral,Grant,ADF,3400,Health and Social Protection,,,,,,,,03/31/2008,02/28/2003,,10/22/2009,,Sovereign,Successful,,,Additional grant financing of $1.8m from DFID 3994(L). Ref in grant financing paper,
100.00,0.00,0.00,100.00,150.00,0.00,0.00,150.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Japan,U.K.,Canada,Australia,Norway,Sweden,Netherlands,World Bank,EC","World Bank,EC",2003,2003,,2015/4209(L),30216,,,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,0.00,100.00,0.00,,100.00,,,,,,,,,,ADF,3100,Education,,,,,Inclusive Social and Gender Development,,,,,,,,,Successful,,,"Of the toal amount of Grant, $150M IS FINANCED BY UNITED KINGDOM, $100M BY EC, $50M BY NETHERLANDS, $40M BY NORWAY, $29M BY SWEDEN AND $20M BY CANADA.","DR 2009. Case Study: Improving Primary Education in Bangladesh, pp 14-15. DR 2010. Case Study: Reforming Education, pp 38-39."
DFID,U.K.,,2003,2003,4209(L),2015/4209(L),30216,,,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,,,,,0.00,150.00,,,150.00,DVA,PS,Full Administration,Bilateral,Grant,ADF,3100,Education,,,,,,,,11/03/2003,04/19/2004,,07/22/2012,,Sovereign,Successful,,,) ADB admin.,"DR 2009. Case Study: Improving Primary Education in Bangladesh, pp 14-15. DR 2010. Case Study: Reforming Education, pp 38-39."
6.40,0.00,0.00,6.40,36.00,0.00,0.00,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Canada,Denmark,U.K.,Japan,Netherlands,World Bank,EC","World Bank,EC",2004,2004,,2123,,,,VIE,Support to Implementation of Poverty Reduction Program,SERD,VRM,12/09/2004,0.00,6.40,0.00,,6.40,,,,,,,,,,ADF,3600,Public Sector Management,,,,,,,,,,,,,,,,,,
DFID,U.K.,,2004,2004,,2123,,,,VIE,Support to Implementation of Poverty Reduction Program,SERD,VRM,12/09/2004,,,,,0.00,36.00,,,36.00,Non-DVA,,,Bilateral,Grant,ADF,3600,Public Sector Management,,,,,,,,12/09/2004,,,,,Sovereign,,,,20 million British pound.,
75.00,0.00,0.00,150.00,30.00,0.00,0.00,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,U.K.,,2004,2004,,2144/2145/4505(L),32264,,,PAK,Punjab Devolved Social Services Program,CWRD,SASS,12/20/2004,75.00,75.00,0.00,,150.00,,,,,,,,,,"OCR,ADF",3900,Multisector,3900,Multisector,,,,,,,,,,,,Partly successful,,,,
DFID,U.K.,,2004,2004,4505(L),2144/2145/4505(L),32264,,,PAK,Punjab Devolved Social Services Program,CWRD,SASS,12/20/2004,,,,,0.00,30.00,,,30.00,DVA,PS,Full Administration,Bilateral,Grant,"OCR,ADF",3900,Multisector,3900,,,,,,,12/20/2004,10/27/2005,,06/05/2009,,Sovereign,Partly successful,,,ADB admin $30 million for the Program and an additional $20 m for a piggy-backed TA(#4504).,
30.59,0.00,0.00,64.69,7.50,0.00,0.00,7.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Canada,U.K.,Netherlands",,2005,2005,,2163/2164/0003,34152,,,INO,Community Water Services and Health,SERD,SESS,04/07/2005,34.10,30.59,0.00,,64.69,,,,,,,,,,OCR,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,,,,,,,Partly Successful,,,,
DFID,U.K.,,2005,2005,0003,2163/2164/0003,34152,,,INO,Community Water Services and Health,SERD,SESS,04/07/2005,,,,,0.00,7.50,,,7.50,DVA,PS,Full Administration,Bilateral,Grant,OCR,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,04/07/2005,04/12/2006,,,,Sovereign,Partly Successful,,,,
30.00,10.00,0.00,40.00,25.00,0.00,0.00,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"U.K.,Sweden",,2005,2005,,2172/0008/0009/0010,36296,,,BAN,Second Urban Primary Health Care,SARD,SASS,05/31/2005,0.00,30.00,10.00,,40.00,,,,,,,,,,ADF,3400,Health and Social Protection,,,,,,,,,,,,,,Highly Successful,,,,"DR 2011. Case Study Briefs: Grant cofinancing, pp 17."
DFID,U.K.,,2005,2005,0010,2172/0008/0009/0010,36296,,,BAN,Second Urban Primary Health Care,SARD,SASS,05/31/2005,,,,,0.00,25.00,,,25.00,DVA,PS,Full Administration,Bilateral,Grant,ADF,3400,Health and Social Protection,,,,,,,,05/31/2005,07/01/2005,,,,Sovereign,Highly Successful,,,UKG Grant #0010,"DR 2011. Case Study Briefs: Grant cofinancing, pp 17."
15.00,0.00,0.00,15.00,35.90,0.00,0.00,35.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Canada,Denmark,U.K.,Ireland,Japan,Netherlands,Spain,EC,World Bank","EC,World Bank",2005,2005,,2194,,,,VIE,Support to Implementation on Poverty Reduction Program II,SERD,VRM,11/03/2005,0.00,15.00,0.00,,15.00,,,,,,,,,,ADF,3900,Multisector,3900,Multisector,,,Sustainable Economic Growth,,,,,,,,,,,,,
DFID,U.K.,,2005,2005,,2194,,,,VIE,Support to Implementation on Poverty Reduction Program II,SERD,VRM,11/03/2005,,,,,0.00,35.90,,,35.90,Non-DVA,,,Bilateral,Grant,ADF,3900,Multisector,3900,,,,,,,11/03/2005,,,,,Sovereign,,,,20 m pounds.,
96.10,0.00,0.00,96.10,60.90,0.00,0.00,60.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"U.K.,Germany",,2006,2006,,2254/0053,36224,,,BAN,Second Rural Infrastructure Improvement,SARD,SANS,08/18/2006,0.00,96.10,0.00,,96.10,,,,,,,,,,ADF,3000,Agriculture and Natural Resources,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
DFID,U.K.,,2006,2006,0053,2254/0053,36224-01,,,BAN,Second Rural Infrastructure Improvement,SARD,SANS,08/18/2006,,,,,0.00,56.70,,,56.70,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,08/18/2006,,,,,Sovereign,,,,"$56.7 admin grant, $4.2 non DVA grant",
DFID,U.K.,,2006,2006,,2254/0053,36224,,,BAN,Second Rural Infrastructure Improvement,SARD,SANS,08/18/2006,,,,,0.00,4.20,,,4.20,Non-DVA,,,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,08/18/2006,12/05/2006,,,,Sovereign,,,,"$56.7 admin grant, $4.2 non DVA grant",
15.00,0.00,0.00,15.00,37.00,0.00,0.00,37.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Australia,Canada,Denmark,U.K.,Germany,Ireland,Spain,EC,World Bank","EC,World Bank",2006,2006,,2262,,,,VIE,Support the Implementation of Poverty Reduction Program III,SERD,VRM,10/05/2006,0.00,15.00,0.00,,15.00,,,,,,,,,,ADF,3900,Multisector,3900,Multisector,,,Sustainable Economic Growth,,,,,,,,,,,,,
DFID,U.K.,,2006,2006,,2262,,,,VIE,Support the Implementation of Poverty Reduction Program III,SERD,VRM,10/05/2006,,,,,0.00,37.00,,,37.00,Non-DVA,,,Bilateral,Grant,ADF,3900,Multisector,3900,,,,,,,10/05/2006,,,,,Sovereign,,,,20 million pounds.,
15.00,0.00,0.00,15.00,40.00,0.00,0.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Australia,Canada,Denmark,Germany,Spain,Ireland,Netherlands,U.K.,World Bank",World Bank,2007,2007,,2352,,,,VIE,Support the Implementation of Poverty Reduction Program IV,SERD,VRM,10/02/2007,0.00,15.00,0.00,,15.00,,,,,,,,,,ADF,3900,Multisector,3900,Multisector,,,,,,,,,,,,,,,,
DFID,U.K.,,2007,2007,,2352,,,,VIE,Support the Implementation of Poverty Reduction Program IV,SERD,VRM,10/02/2007,,,,,0.00,40.00,,,40.00,Non-DVA,,,Bilateral,Grant,ADF,3900,Multisector,3900,Multisector,,,,,,10/02/2007,,,,,Sovereign,,,,Grants 20 m pounds.,
320.00,0.00,0.00,320.00,190.00,0.00,0.00,190.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Australia,Canada,Japan,Sweden,U.K.,EC,UNICEF,World Bank","EC,UNICEF,World Bank",2011,2011,,2761,42122-013,,,BAN,Third Primary Education Development,SARD,SAHS,07/05/2011,,320.00,,,320.00,,,,,,,,,,ADF,3100,Education,3101,Pre-Primary and Basic Education,,,Inclusive Social and Gender Development,,,,,,,,,,,,,"DR 2011. para on grant cof pp 13,15."
DFID,U.K.,,2011,2011,2761 (CG6),2761,42122-013,,,BAN,Third Primary Education Development,SARD,SAHS,07/05/2011,,,,,0.00,190.00,,,190.00,DVA,,Collaborative,Bilateral,Grant,ADF,3100,Education,,Pre-Primary and Basic Education,,,,No,,07/05/2011,,,,,Sovereign,,,,,"DR 2011. para on grant cof pp 13,15."
0.00,0.00,0.00,117.60,82.40,0.00,0.00,82.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,U.K.,,2015,2015,0434,3121/0434,40075-033,,,PAK,National Trade Corridor Highway Investment ProgramﾗTranche 2 ,CWRD,PRM,07/31/2015,117.60,,,,117.60,,,,,,,,,,,3700,Transport,3701,Road Transport (Non-Urban),,,,,,,,,,,,,,,"OCR loan of $200 m approved 1 April 2014, reduced by $72.4m by DFID cof ",
DFID,U.K.,,2015,2015,0434,3121/0434,40075-033,,,PAK,National Trade Corridor Highway Investment ProgramﾗTranche 2 ,CWRD,PRM,07/31/2015,,,,,0.00,82.40,,,82.40,DVA,PS,Full Administration,Bilateral,Grant,,3700,Transport,,Road Transport (Non-Urban),,,,,,07/31/2015,,,,,Sovereign,,,,,
0.00,0.00,0.00,122.60,72.40,0.00,0.00,72.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,U.K.,,2015,2015,0451,3134/0451,47281-001,,,PAK,National Highway Network Development in Balochistan,CWRD,CWTC,11/03/2015,122.60,,,,122.60,,,,,,,,,,,3700,Transport,3701,Road Transport (Non-Urban),,,,,,,,,,,,,,,under the ADB-DFID MOU on Pakistan Economic Corridors Programme,
DFID,U.K.,,2015,2015,0451,3134/0451,47281-001,,,PAK,National Highway Network Development in Balochistan,CWRD,CWTC,11/03/2015,,,,,0.00,72.40,,,72.40,DVA,PS,Full Administration,Bilateral,Grant,,3700,Transport,3701,Road Transport (Non-Urban),06/25/2015,,,No,,11/03/2015,,,,Approved,Sovereign,,,,,
0.00,0.00,0.00,87.80,39.20,0.00,0.00,39.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,U.K.,,2015,2015,0435,3197/0435,40075-043,,,PAK,National Trade Corridor Highway Investment ProgramﾗTranche 3 ,CWRD,PRM,07/31/2015,87.80,,,,87.80,,,,,,,,,,,3700,Transport,3701,Road Transport (Non-Urban),,,,,,,,,,,,,,,"OCR loan of $127 m approved on 25Nov 2014, reduced by $39.2 from DFID cof",
DFID,U.K.,,2015,2015,0435,3197/0435,40075-043,,,PAK,National Trade Corridor Highway Investment ProgramﾗTranche 3 ,CWRD,CWTC,07/31/2015,,,,,0.00,39.20,,,39.20,DVA,PS,Full Administration,Bilateral,Grant,,3700,Transport,,Road Transport (Non-Urban),,,,,,07/31/2015,,,,,Sovereign,,,,,
0.00,0.00,0.00,178.00,92.00,0.00,0.00,92.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,U.K.,,2015,2015,0440,3300/0440,48402-001,,,PAK,National Motorway M-4 GojraﾖShorkot Section,CWRD,CWTC,09/30/2015,178.00,,,,178.00,,,,,,,,,,,3700,Transport,3701,Road Transport (Non-Urban),,,,,,,,,,,,,,,,
DFID,U.K.,,2015,2015,0440,3300/0440,48402-001,,,PAK,National Motorway M-4 GojraﾖShorkot Section,CWRD,CWTC,09/30/2015,,,,,0.00,92.00,,,92.00,DVA,PS,Full Administration,Bilateral,Grant,,3700,Transport,,Road Transport (Non-Urban),06/25/2015,,,No,,09/30/2015,,,,,Sovereign,,,,"ﾣ58,850,000 in the Pres.' Recommendation. PECP MoU signed on 25 June 2015. DFID's approval to cofinance M4 received on 21 July 2015 (email ref. Saad Paracha).",
0.00,0.00,0.00,100.00,34.00,0.00,0.00,34.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"P.R.C.,U.K.",,2016,2016,3395,3395/0482,48402-002,,,PAK,National Motorway M-4 GojraﾖShorkotﾖKhanewal SectionﾖAdditional Financing,CWRD,CWTC,06/10/2016,100.00,,,,100.00,,,,,,,,,,,3700,Transport,3701,Road Transport (Non-Urban),,,,,,,,,,,,,,,,
DFID,U.K.,,2016,2016,3395,3395/0482,48402-002,,,PAK,National Motorway M-4 GojraﾖShorkotﾖKhanewal SectionﾖAdditional Financing,CWRD,CWTC,06/10/2016,,,,,0.00,34.00,,,34.00,DVA,PS,Full Administration,Bilateral,Grant,,3700,Transport,3701,Road Transport (Non-Urban),06/25/2015,,,Yes,,06/10/2016,,,,Approved,Sovereign,,,,,
0.00,0.00,0.00,0.00,3.20,0.00,0.00,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"U.K.,GDCF",GDCF,2014,2014,,9135/0277/0382/0406,38097-013,,,NEP,Establishing Women and Children Service Centers ﾖ Additional Financing,SARD,SAHS,03/25/2014,,,,,0.00,,,,,,,,,,ADF Grant,3400,Health and Social Protection,3405,Social Protection,,,Inclusive Social and Gender Development,,,,,,,,,,,,related to JFPR 9135 grant in 2009,
DFID,U.K.,,2014,2014,0406,9135/0277/0382/0406,38097-013,,,NEP,Establishing Women and Children Service Centers ﾖ Additional Financing,SARD,SAHS,03/25/2014,,,,,0.00,3.20,,,3.20,DVA,PS,Full Administration,Bilateral,Grant,ADF Grant,3400,Health and Social Protection,3405,Social Protection,,,,Yes,,03/25/2014,,,,,Sovereign,,,,,
0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,U.K.,,2011,2011,0277,9135/0277/0382/0406,38097-013,,,NEP,Establishing Women and Children Service Centers (Supplementary),SARD,SAHS,05/18/2011,,,,,0.00,,,,,,,,,,ADF Grant,3400,Health and Social Protection,,,,,,,,,,,,,,,,,related to JFPR 9135 grant in 2009,
DFID,U.K.,,2011,2011,0277,9135/0277/0382/0406,38097-013,,,NEP,Establishing Women and Children Service Centers (Supplementary),SARD,SAHS,05/18/2011,,,,,0.00,0.20,,,0.20,DVA,,Full Administration,Bilateral,Grant,ADF Grant,3400,Health and Social Protection,3405,Social Protection,,,,Yes,,05/18/2011,,,,,Sovereign,,,,,
,,,,,,,,,,,,995.40,324.30,0.00,0.00,"1,319.70",10.53,206.27,0.00,216.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.00,0.00,0.00,10.00,0.00,24.00,0.00,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Japan,U.S.A.,World Bank",World Bank,1970,1970,,0033,36252,,,INO,Pusri Fertilizer Plant Expansion,SERD,SERD,06/04/1970,0.00,10.00,0.00,,10.00,,,,,,,,,,ADF,3500,Industry and Trade,,,,,,,,,,,,,,,,,,
USA,U.S.A.,,1970,1970,,0033,36252,,,INO,Pusri Fertilizer Plant Expansion,SERD,SERD,06/04/1970,,,,,0.00,,24.00,,24.00,Non-DVA,,,Bilateral,Loan,ADF,3500,Industry and Trade,,,,,,,,06/04/1970,,,,,Sovereign,,,,,
30.00,0.00,0.00,30.00,0.00,30.00,0.00,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Germany,Switzerland,U.S.A.,U.K.,World Bank,Iran","World Bank,Iran",1975,1975,,0217,44236-01,,,BAN,Ashuganj Fertilizer,SARD,BRM,02/20/1975,0.00,30.00,0.00,,30.00,,,,,,,,,,ADF,3500,Industry and Trade,,,,,,,,,,,,,,,,,,
USA,U.S.A.,,1975,1975,,0217,44236-01,,,BAN,Ashuganj Fertilizer,SARD,BRM,02/20/1975,,,,,0.00,,30.00,,30.00,Non-DVA,,,Bilateral,Loan,ADF,3500,Industry and Trade,,,,,,,,02/20/1975,,,,,Sovereign,,,,,
25.00,0.00,0.00,25.00,0.00,23.00,0.00,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Germany,Switzerland,U.S.A.,EC,IFAD,World Bank,OFID","EC,IFAD,World Bank,OFID",1979,1979,,0396,,,,BAN,Ashuganj Fertilizer (Supplementary),SARD,BRM,04/26/1979,0.00,25.00,0.00,,25.00,,,,,,,,,,ADF,3500,Industry and Trade,,,,,Sustainable Economic Growth,,,,,,,,,,,,no project number,
USA,U.S.A.,,1979,1979,,0396,,,,BAN,Ashuganj Fertilizer (Supplementary),SARD,BRM,04/26/1979,,,,,0.00,,23.00,,23.00,Non-DVA,,,Bilateral,Loan,ADF,3500,Industry and Trade,,,,,,,,04/26/1979,,,,,Sovereign,,,,,
140.90,0.00,0.00,140.90,0.00,52.00,0.00,52.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,U.S.A.,,1983,1983,,0660,,,,PAK,Guddu Combined Cycle,CWRD,,12/06/1983,0.00,140.90,0.00,,140.90,,,,,,,,,,ADF,3200,Energy,,,,,,,,,,,,,,,,,,
USAID,U.S.A.,,1983,1983,,0660,,,,PAK,Guddu Combined Cycle,CWRD,,11/01/1983,,,,,0.00,,52.00,,52.00,Non-DVA,,,Bilateral,Loan,ADF,3200,Energy,,,,,,,,11/01/1983,,,,,Sovereign,,,,,
0.00,0.00,0.00,150.00,0.00,60.00,0.00,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"U.S.A.,Germany,Belgium,World Bank,Czechoslovakia","World Bank,Czechoslovakia",1986,1986,,0824,,,,PAK,WAPDA Tenth Power (Sector),CWRD,,12/18/1986,150.00,0.00,0.00,,150.00,,,,,,,,,,OCR,3200,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
USAID,U.S.A.,,1986,1986,,0824,,,,PAK,WAPDA Tenth Power (Sector),CWRD,,11/01/1986,,,,,0.00,,60.00,,60.00,Non-DVA,,,Bilateral,Loan,OCR,3200,Energy,,,,,,,,11/01/1986,,,,,Sovereign,,,,,
30.00,0.00,0.00,30.00,0.00,0.27,0.00,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,U.S.A.,,1990,1990,,1070,,,,BAN,Small and Cottage Industry,SARD,,12/18/1990,0.00,30.00,0.00,,30.00,,,,,,,,,,ADF,3500,Industry and Trade,,,,,Private Sector Development,,,,,,,,,,,,,
USAID,U.S.A.,,1990,1990,,1070,,,,BAN,Small and Cottage Industry,SARD,,12/18/1990,,,,,0.00,,0.27,,0.27,Non-DVA,,,Bilateral,Loan,ADF,3500,Industry and Trade,,,,,,,,12/18/1990,,,,,Sovereign,,,,,
60.00,0.00,0.00,60.00,0.00,3.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"U.S.A.,World Bank",World Bank,1990,1990,,1071,,,,BAN,Agriculture and Rural Credit,SARD,SAGF,12/18/1990,0.00,60.00,0.00,,60.00,,,,,,,,,,ADF,3300,Finance,,,,,,,,,,,,,,,,,,
USAID,U.S.A.,,1990,1990,,1071,,,,BAN,Agriculture and Rural Credit,SARD,SAGF,11/01/1990,,,,,0.00,,3.00,,3.00,Non-DVA,,,Bilateral,Loan,ADF,3300,Finance,,,,,,,,11/01/1990,,,,,Sovereign,,,,,
0.00,0.00,0.00,250.00,0.00,14.00,0.00,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"U.K.,U.S.A.,World Bank",World Bank,1992,1992,,1161,,,,IND,Power Efficiency (Sector),SARD,,03/26/1992,250.00,0.00,0.00,,250.00,,,,,,,,,,OCR,3200,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
USAID,U.S.A.,,1992,1992,,1161,,,,IND,Power Efficiency (Sector),SARD,,11/01/1992,,,,,0.00,,14.00,,14.00,Non-DVA,,,Bilateral,Loan,OCR,3200,Energy,,,,,,,,11/01/1992,,,,,Sovereign,,,,,
8.45,0.00,0.00,8.45,4.60,0.00,0.00,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,U.S.A.,,1994,1994,,1311,,,,NEP,Irrigation Management Transfer,SARD,SAAE,09/13/1994,0.00,8.45,0.00,,8.45,,,,,,,,,,ADF,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
USAID,U.S.A.,,1994,1994,,1311,,,,NEP,Irrigation Management Transfer,SARD,SAAE,11/01/1994,,,,,0.00,4.60,,,4.60,Non-DVA,,,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,11/01/1994,,,,,Sovereign,,,,"Ref PCR, Dec07 adj ADB amount from $12.91 to 8.45; USAID from loan to grant $3.0 to $4.6.",
0.00,0.00,0.00,32.00,1.37,0.00,0.00,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,U.S.A.,,1998,1998,,1605,,,,INO,Central Sulawesi Integrated Area Dev & Conservation,SERD,SEAE,01/27/1998,32.00,0.00,0.00,,32.00,,,,,,,,,,OCR,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
USAID/TNC,U.S.A.,,1998,1998,,1605,,,,INO,Central Sulawesi Integrated Area Dev & Conservation,SERD,SEAE,01/27/1998,,,,,0.00,1.37,,,1.37,Non-DVA,,,Bilateral,Grant,OCR,3000,Agriculture and Natural Resources,,,,,,,,01/27/1998,,,,,Sovereign,,,,Adj USAID and The Nature Conservancy was changed to USAID/TNC (from US/TND 3.2 to 1.37) ref PCR Oct08. File to OAS Aug10.,
0.00,0.00,0.00,271.00,0.89,0.00,0.00,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Japan,Sweden,U.S.A.",,1998,1998,,1663/1664/1665,30480,,,PHI,Metro Manila Air Quality Improvement Sector Dev. Program,SERD,SEOC,12/16/1998,271.00,0.00,0.00,,271.00,,,,,,,,,,OCR,3700,Transport and ICT,,,,,Environment Sustainability,,,,,,,,,Partly successful,,,,
US Trade Development Agency,U.S.A.,,1998,1998,,1663/1664/1665,,,,PHI,Metro Manila Air Quality Improvement Sector Dev. Program,SERD,SEOC,12/16/1998,,,,,0.00,0.89,,,0.89,Non-DVA,,,Bilateral,Grant,OCR,3700,Transport and ICT,,,,,,,,12/16/1998,,,,,Sovereign,Partly successful,,,,
9.25,0.00,0.00,9.25,0.47,0.00,0.00,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,U.S.A.,,1999,1999,,1694,,,,RMI,Ebeye Health and Infrastructure,PARD,,08/12/1999,0.00,9.25,0.00,,9.25,,,,,,,,,,ADF,3900,Multisector,3900,Multisector,,,,,,,,,,,,,,,,
United States Department of the Interior,U.S.A.,,1999,1999,,1694,,,,RMI,Ebeye Health and Infrastructure,PARD,,08/12/1999,,,,,0.00,0.47,,,0.47,Non-DVA,,,Bilateral,Grant,ADF,3900,Multisector,3900,,,,,,,08/12/1999,,,,,Sovereign,,,,,
0.00,0.00,0.00,100.00,0.60,0.00,0.00,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,U.S.A.,,2000,2000,,1739,,,,PHI,Grains Sector Development Program,SERD,SERD,04/24/2000,100.00,0.00,0.00,,100.00,,,,,,,,,,OCR,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
USAID,U.S.A.,,2000,2000,,1739,,,,PHI,Grains Sector Development Program,SERD,SERD,04/24/2000,,,,,0.00,0.60,,,0.60,Non-DVA,,,Bilateral,Grant,OCR,3000,Agriculture and Natural Resources,,,,,,,,04/24/2000,,,,,Sovereign,,,,,
0.00,0.00,0.00,75.00,0.50,0.00,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Denmark,U.S.A.",,2000,2000,,1746,,,,PHI,Pasig River Environmental Management and Rehabilitation SDP (Investment Loan),SERD,,07/20/2000,75.00,0.00,0.00,,75.00,,,,,,,,,,OCR,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
US Trade Development Agency,U.S.A.,,2000,2000,,1746,,,,PHI,Pasig River Environmental Management and Rehabilitation SDP (Investment Loan),SERD,,07/20/2000,,,,,0.00,0.50,,,0.50,Non-DVA,,,Bilateral,Grant,OCR,3000,Agriculture and Natural Resources,,,,,,,,07/20/2000,,,,,Sovereign,,,,,
10.70,0.00,0.00,10.70,1.60,0.00,0.00,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,U.S.A.,,2009,2009,,2114/0155,37644,,,TAJ,Regional Customs Modernization and Infrastructure Development,CWRD,CWPF,08/12/2009,0.00,10.70,0.00,,10.70,,,,,,,,,,ADF,3500,Industry and Trade,,,,,,,,,,,,,,Succesful,,, RELATED TO TAJ-2114 APPROVED 26 NOV 2004. ,
USA,U.S.A.,,2009,2009,0155,2114/0155,37644,,,TAJ,Regional Customs Modernization and Infrastructure Development,CWRD,CWPF,08/12/2009,,,,,0.00,1.60,,,1.60,DVA,,Full Administration,Bilateral,Grant,ADF,3500,Industry and Trade,,,,,,,,08/12/2009,05/01/2005,,12/12/2011,,Sovereign,Succesful,,, RELATED TO TAJ-2114 APPROVED 26 NOV 2004. ,
0.00,0.00,0.00,117.40,0.50,0.00,0.00,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Japan,U.S.A.",,2004,2004,,2146,30403,,,PRC,Coal Mine Methane Development,EARD,EAEN,12/20/2004,117.40,0.00,0.00,,117.40,,,,,,,,,,OCR,3200,Energy,,,,,,,,,,,,,,Highly Successful,,,,"DR 2009, Case Study: From Deadly Gas to Clean Fuel pp 6-7"
