Donor,Cofinancier/ Source,Approval Year,Approval Numbers,Product Approval Number,Proj No,Country Mnemonic,Project Title,Source,TA-Type,CF Mode,Bank,JSF,CF Amnt,Approval Date CF,Approval Date Bank,Date of Agreement Letter,Approval Date Bank.1,Approval Date CF.1,DMC,Department,Division,Donor Type,TA-Type.1,Type of Cofinancing,AgreementType,Source Type,Sector Code,Sector,Sub Sector Code,Sub Sector,Date of Agreement Letter.1,Theme 1,Theme 2,Theme 3,Theme 4,SubTheme 1,SubTheme 2,SubTheme 3,SubTheme 4,Publications,TCR Rating,Validation Rating,TPER Rating
Denmark-Energy 2,Denmark-Energy 2,2007,7006,,4063701,PRC,Devt of Biomass Power Generation in Rural Areas,Denmark-Energy 2,,E,,,600, ,, ,12/10/2007,,PRC,EARD,EAEN,Single Donor,AD,E,C,,3200,Energy,3203,Renewable Energy,,Economic Growth,Environmental Sustainability,,,,,,,"DR 2012. para for DEN-Energy, pp55.",Successful,,
Denmark-Energy 2,Denmark-Energy 2,2008,7172,,4168101,IND,"Facilitating the Operations of the Energy Conservation Fund ""Energy Smart"" in Madhya Pradesh",Denmark-Energy 2,,E,,,1700, ,, ,11/13/2008,,IND,SARD,SAEN,Single Donor,AD,E,C,,3200,Energy,3214,Energy Efficiency and Conservation,,Economic Growth,Private Sector Development,,,,,,,,,,
Denmark-Energy 2,Denmark-Energy 2,2010,7504,,4329901,NEP,Increasing Access to Energy in Rural Nepal,Denmark-Energy 2,,J,,,510,12 May 2009,, ,03/05/2010,05/12/2009,NEP,SARD,SAEN,Single Donor,CD,J,C,,3200,Energy,3203,Renewable Energy,,Economic Growth,Social Development,Environmental Sustainability,Capacity Development,Widening Access To Markets and Economic Opportunities,Human Development,Natural Resources Conservation,Institutional Development,"DR 2010. para on new proj of the year, pp 12.",,,
Denmark-Energy 2,Denmark-Energy 2,2012,6501,,41279-012,REG,Expanding the Implementation of the Energy Efficiency Initiative in Developing Member Countries (Supplementary),Denmark-Energy 2,,,,,750, ,,,11/26/2012,,REG,SDCC,SDAS,Single Donor,R-PP,,C,,3200,Energy,3214,Energy Efficiency and Conservation,,,,,,,,,,,,,
DFID,DFID,2015,8173,,36172-063,NEP,Supporting the Strengthening Public Management Program (Supplementary),DFID,,E,,,600,26 Sep 2012,,,12/10/2015,09/26/2012,NEP,SARD,,Single Donor,CD,E,PS,,3600,Public Sector Management,"3601,3602","Public Administration,Public Expenditure and Fiscal Management",,Governance,Capacity Development,,,Economic and Financial governance,Institutional Development,,,,,,
DFID,DFID,2015,8990,,49063-001,PAK,Enabling Economic Corridors through Sustainable Transport Sector Development,DFID,,E,,,15406.27, ,,,11/17/2015,,PAK,CWRD,CWTC,Single Donor,CD,E,PS,,3700,Transport,3712,Transport Policies and Institutional Development,,,,,,,,,,,,,
EAKPF,EAKPF,2006,6358,,4005401,REG,South Asia Subregional Economic Cooperation (SASEC) Info Highway,EAKPF,,E,,,500,12 Nov 2006,, ,12/01/2006,11/12/2006,REG,SARD,SATC,Single Donor,RE,E,C,,3700,Transport and ICT,3706,ICT,,Economic Growth,Social Development,,,,,,,,,,
EAKPF,EAKPF,2007,4940,,3901502,KGZ,Business Processes Reengineering & Change Mgt for Tax Admin Modernization,EAKPF,,E,,,500,06 Apr 2007,, ,06/14/2007,04/06/2007,KGZ,CWRD,CWFM,Single Donor,AD,E,C,,3600,Public Sector Management,3602,Public Expenditure and Fiscal Management,,Economic Growth,Governance,,,,,,,,Partly Successful,,
EAKPF,EAKPF,2007,4989,,4159601,IND,Deploying Innovative Information & Comm Tech for Supporting e-Governance in Assam,EAKPF,,E,,,500,18 Oct 2007,, ,11/15/2007,10/18/2007,IND,SARD,SAFM,Single Donor,AD,E,C,,3700,Transport and ICT,3706,ICT,,Private Sector Development,Governance,,,,,,,,,,
EAKPF,EAKPF,2007,4999,,3438902,CAM,Financial Sector Program II Implementation,EAKPF,,J,750,,500,23 Jan 2007,, ,12/06/2007,01/23/2007,CAM,SERD,SEFM,Single Donor,AD,J,C,,3300,Finance,3315,Finance Sector Development,,Economic Growth,Governance,,,,,,,"DR 2010. Case Study: Rebuilding a Financial System, pp 34-35. DR 2011. para on FSDPF, pp 28.",Highly Successful,,
EAKPF,EAKPF,2007,6419,,4157601,REG,SSTA Promoting Environmental Compliance & Enforcement in Asia,EAKPF,,E,,,150,19 Oct 2007,, ,11/16/2007,10/19/2007,REG,SDCC,SDES,Single Donor,PP,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Environmental Sustainability,Regional Cooperation and Integration,Governance,,,,,,,,,
EAKPF,EAKPF,2007,6426,,4109201,REG,Knowledge-Sharing Program Using Good Asian Practices in Innovation and Devt,EAKPF,,E,,,500,09 Jul 2007,, ,12/11/2007,07/09/2007,REG,SDCC,SDAS,Single Donor,RE,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Economic Growth,,,,,,,,,Successful,,
EAKPF,EAKPF,2008,4293,,3770401,PHI,Capacity Building for Housing Microfinance,EAKPF,,E,,,500,11 Apr 2008,, ,06/27/2008,04/11/2008,PHI,SERD,SETU,Single Donor,AD,E,C,,3300,Finance,3303,Housing Finance,,Economic Growth,Social Development,,,,,,,,Satisfactory,,
EAKPF,EAKPF,2008,6492,,4210501,REG,Knowledge Sharing on Infrastructure Public-Private Partnerships in Asia,EAKPF,,E,,,500,05 Jun 2008,, ,10/07/2008,06/05/2008,REG,SDCC,SDAS,Single Donor,RE,E,C,,3900,Multisector,3900,Multisector,,Economic Growth,Private Sector Development,,,,,,,,,,
EAKPF,EAKPF,2008,6502,,4106101,REG,Regional Knowledge and Partnership Networks for Poverty Reduction and Inclusive Growth,EAKPF,,J,,,500,04 Oct 2007,, ,11/14/2008,10/04/2007,REG,SDCC,SDGG,Single Donor,R-CD,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Social Development,Regional Cooperation and Integration,,,,,,,,,,
EAKPF,EAKPF,2008,6513,,4109301,REG,"Rural Information and Communication Technology Policy Advocacy, Knowledge Sharing, and Capacity Building",EAKPF,,E,,,500,14 Jan 2008,, ,12/18/2008,01/14/2008,REG,SDCC,SDAS,Single Donor,RE,E,C,,3700,Transport and ICT,3706,ICT,,Economic Growth,,,,,,,,,Successful,,
EAKPF,EAKPF,2008,6514,,4057201,REG,Harmonization of Bond Standards in ASEAN+3,EAKPF,,J,,,500,18 Dec 2006,, ,12/16/2008,12/18/2006,REG,OREI,OREI,Single Donor,RE,J,C,,3300,Finance,3311,Money and Capital Markets,,Economic Growth,Regional Cooperation and Integration,Private Sector Development,,,,,,,Successful,,
EAKPF,EAKPF,2008,7058,,4107801,LAO,Piloting Community e-Centers for Better Health,EAKPF,,E,,,500,21 Aug 2008,, ,01/29/2008,08/21/2008,LAO,SERD,SESS,Single Donor,AD,E,C,,3400,Health and Social Protection,3413,Health Systems,,Economic Growth,Social Development,,,,,,,,Partly Successful,,
EAKPF,EAKPF,2008,7111,,4207501,NEP,Knowledge Transfer for Public Procurement,EAKPF,,E,,,500,11 Apr 2008,, ,07/31/2008,04/11/2008,NEP,SARD,NRM,Single Donor,AD,E,C,,3600,Public Sector Management,3602,Public Expenditure and Fiscal Management,,Economic Growth,Governance,,,,,,,,Successful,,
EAKPF,EAKPF,2008,7133,,4214401,THA,Capacity Building and School Networking for Educational Services (e-Learning) in Thailand,EAKPF,,E,,,500,11 Feb 2008,, ,09/19/2008,02/11/2008,THA,SERD,TRM,Single Donor,AD,E,C,,3100,Education,3106,Education Sector Development,,Economic Growth,,,,,,,,"DR 2012. big numbers, pp 1; para for EAKPF, pp55.",Successful,,
EAKPF,EAKPF,2008,7220,,4028201,VIE,Geo-Information Technology for Hazard Risk Assessment,EAKPF,,E,,,500,12 Nov 2006,, ,12/08/2008,11/12/2006,VIE,SERD,VRM,Single Donor,PP,E,C,,3000,Agriculture and Natural Resources,3013,Water-Based Natural Resources Management,,Economic Growth,,,,,,,,,,,
EAKPF,EAKPF,2009,6407,,,REG, Greater Mekong Subregion Phnom Penh Plan for Development Management III,EAKPF,,E,,,500,13 Apr 2009,,,05/12/2009,04/13/2009,REG,SERD,SEOD,Single Donor,CD,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,,,,,,,,,,Highly Successful,,
EAKPF,EAKPF,2009,6523,,4245501,REG,Partnership for Good Governance and Knowledge on Urban Water Management,EAKPF,,E,,,500,01 Dec 2008,, ,01/19/2009,12/01/2008,REG,SARD,SAUD,Single Donor,RE,E,C,,3800,Water and Other Municipal Infrastructure and Services,3801,Water Supply and Sanitation,,Economic growth,,,,,,,,,Successful,,
EAKPF,EAKPF,2009,7277,,4125401,REG,Governance and Capacity Development Initiative (Phase 2),EAKPF,,J,1550,,500,22 Feb 2008,, ,04/28/2009,02/22/2008,REG,SDCC,SDGG,Single Donor,RE,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Capacity Development,Governance,,,,,,,,,,
EAKPF,EAKPF,2009,7297,,4252401,MON,Road Database Development Using Geographic Information System,EAKPF,,E,,,500,08 Apr 2009,, ,06/09/2009,04/08/2009,MON,EARD,EATC,Single Donor,CD,E,C,,3700,Transport and ICT,3701,Road Transport (Non-Urban),,Capacity Development,Economic growth,,,,,,,,Partly Successful,,
EAKPF,EAKPF,2009,7305,,4203701,CAM,Tonle Sap Technology Demonstrations for Productivity Enhancement,EAKPF,,J,250,,500,14 Jul 2008,, ,07/01/2009,07/14/2008,CAM,SERD,SEAE,Single Donor,CD,J,C,,3000,Agriculture and Natural Resources,3014,"Agricultural Policy, Institutional and Capacity Development",,Economic growth,,,,,,,,,Partly Successful,,
EAKPF,EAKPF,2009,7334,,4321401,IND,India Municipal Finance Study,EAKPF,,E,,,500,03 Aug 2009,, ,08/24/2009,08/03/2009,IND,SARD,SAUD,Single Donor,PA,E,C,,3600,Public Sector Management,3602,Public Expenditure and Fiscal Management,,Capacity Development,Governance,,,,,,,,Partly Successful,,
EAKPF,EAKPF,2009,7338,,4221201,INO,Strengthening Indonesia's Economic Early Warning System,EAKPF,,E,,,500,29 May 2009,,29 May 2009,08/21/2009,05/29/2009,INO,SERD,IRM,Single Donor,CD,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Capacity Development,Economic growth,,,,,,,,Successful,,
EAKPF,EAKPF,2009,7351,,43221-012,REG,Improving Public Services through Information and Communication Technology,EAKPF,,E,,,500,29 May 2009,, ,09/22/2009,05/29/2009,REG,SDCC,SDAS,Single Donor,RE,E,C,,3700,Transport and ICT,3706,ICT,,,,,,,,,,"DR 2012. para in Partnering across Regions section on Partnership Results, pp 27.",Successful,,
EAKPF,EAKPF,2009,7365,,4339201,MON,Capacity Building Program on Clean Development Mechanism,EAKPF,,E,,,500,21 Jul 2009,, ,10/22/2009,07/21/2009,MON,EARD,EAOD,Single Donor,CD,E,C,,3900,Multisector,3900,Multisector,,Capacity Development,Environmental Sustainability,,,,,,,,Successful,,
EAKPF,EAKPF,2009,7379,,4343501,REG,Establishment of e-Systems in Support of Infrastructure Finance in Asia,EAKPF,,E,,,500,02 Sep 2009,, ,11/13/2009,09/02/2009,REG,SDCC,SDAS,Single Donor,CD,E,C,,3900,Multisector,3900,Multisector,,Economic Growth,Governance,Environmental Sustainability,,Promoting Economic Efficiency and Enabling Business environment,Economic and Financial governance,Urban Environmental Improvement,,,,,
EAKPF,EAKPF,2009,7399,,4304601,REG,Information and Communication Technology-Based Inclusive Growth and Poverty Reduction in the Pacific ,EAKPF,,E,70,,500,13 Apr 2009,, ,12/03/2009,04/13/2009,REG,PARD,PAHQ,Single Donor,RE,E,C,,3700,Transport and ICT,3706,ICT,,Economic growth,Private Sector Development,,,,,,,,,,
EAKPF,EAKPF,2009,7414,,4214001,ARM,Institutional Modernization to Improve the Business Environment,EAKPF,,J,75,,500,20 Nov 2008,, ,12/08/2009,11/20/2008,ARM,CWRD,CWFM,Single Donor,CD,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Capacity Development,Governance,,,,,,,,Highly Successful,,
EAKPF,EAKPF,2010,7379,,,REG,Establishment of e-Systems in Support of Infrastructure Finance in Asia,EAKPF,,J,1000,,500,02 Sep 2009,,,09/07/2010,09/02/2009,REG,SDCC,SDAS,Single Donor,R-CD,J,C,,3900,Multisector,3900,Multisector,,Economic Growth,Governance,Environmental Sustainability,,Promoting Economic Efficiency and Enabling Business environment,Economic and Financial governance,Urban Environmental Improvement,,,,,
EAKPF,EAKPF,2010,7513,,4319501,PHI,Computer Access Mentorship Program-a Public-Private Partnership for Enhancing Education Quality,EAKPF,,E,,,500,21 Jul 2009,, ,04/12/2010,07/21/2009,PHI,SERD,SESS,Single Donor,CD,E,C,,3100,Education,3101,Pre-Primary and Basic Education,,Social Development,Capacity Development,,,Human Development,"Client Relations,Network,And Partnership Development",,,,Highly Successful,,
EAKPF,EAKPF,2010,7540,,4411501,THA,Mainstreaming Public-Private Partnerships,EAKPF,,E,1000,,500,07 Apr 2010,,,06/02/2010,04/07/2010,THA,SERD,SEFM,Single Donor,PA,E,C,,3900,Multisector,3900,Multisector,,Economic Growth,Private Sector Development,Capacity Development,,Promoting Economic Efficiency and Enabling Business environment,"Policy reforms,Public Private Partnerships",,,,Successful,,
EAKPF,EAKPF,2010,7543,,4415101,REG,Sharing Knowledge on Community-Driven Development in Asia and the Pacific,EAKPF,,E,,,500,19 Mar 2010,,,06/14/2010,03/19/2010,REG,SDCC,SDGG,Single Donor,R-CD,E,C,,3900,Multisector,3900,Multisector,,Regional Cooperation,Capacity Development,Governance,,Other Regional Public Goods,"Institutional Development,Client Relations,Network,And Partnership Development","Public Administration (National,Decentralized,Regional)",,,Successful,,
EAKPF,EAKPF,2010,7552,,4134801,REG,Support for Trade Facilitation in the Brunei Darussalam-Indonesia-Malaysia-Philippines East ASEAN Growth Area,EAKPF,,J,,,500,22 Feb 2010,,,06/14/2010,02/22/2010,REG,SERD,SEOD,Single Donor,R-PA,J,C,,3500,Industry and Trade,3504,Trade and Services,,Regional Cooperation,Economic Growth,Governance,,Trade and Investments,Promoting Economic Efficiency and Enabling Business environment,"Public Administration (National,Decentralized,Regional)",,,,,
EAKPF,EAKPF,2010,7556,,4352901,MON,Public Transport Information and Communication Technology,EAKPF,,E,,,500,22 Jan 2010,,,06/29/2010,01/22/2010,MON,EARD,EASS,Single Donor,CD,E,C,,3700,Transport and ICT,3711,Urban Transport,,Economic Growth,Capacity Development,,,Promoting economic efficiency and enabling markets,Institutional Development,,,,Successful,,
EAKPF,EAKPF,2010,7576,,4408301,REG,Promoting an Interlinked ASEAN Capital Market,EAKPF,,J,,,500,20 Apr 2010,,,08/09/2010,04/20/2010,REG,SERD,SEFM,Single Donor,R-PA,J,C,,3300,Finance,3311,Money and Capital Markets,,Regional Cooperation and Integration,Economic Growth,,,Money and Finance,Promoting Economic Efficiency and Enabling Business environment,,,"DR 2010. para on RCI-interregional capital markets/new project pp 29. para on financial sector dev't, pp 33.",,,
EAKPF,EAKPF,2010,7601,,4415201,REG,Updating and Improving the Social Protection Index,EAKPF,,J,500,,500,06 Jul 2010,,,09/18/2010,07/06/2010,REG,SDCC,SDGG,Single Donor,R-CD,J,C,,3900,Multisector,3900,Multisector,,Social Development,Regional Cooperation and Integration,Capacity Development,,Human Development,Other Regional Public Goods,Institutional Development,,,,,
EAKPF,EAKPF,2010,7687,,4418501,PRC,Strengthening Capacity to Address Climate Change for Small and Medium-Sized City Development,EAKPF,,E,,,500,20 Aug 2010,,,12/06/2010,08/20/2010,PRC,EARD,EASS,Single Donor,PA,E,C,,3900,Multisector,3900,Multisector,,Environmental Sustainability,Capacity Development,,,Urban Environmental Improvement,Institutional Development,,,,Successful,,
EAKPF,EAKPF,2010,7706,,4428301,REG,Comparative Infrastructure Development Assessment of the Kingdom of Thailand and the Republic of Korea ,EAKPF,,E,,,400,22 Nov 2010,,,12/10/2010,11/22/2010,REG,SERD,SEEW,Single Donor,R-PA,E,C,,3900,Multisector,3900,Multisector,,,,,,,,,,,,,
EAKPF,EAKPF,2011,7431,,4316501,REG,Greater Mekong Subregion Phnom Penh Plan for Development Management IV (Supplementary),EAKPF,,J,2150,,500,28 Feb 2011,,,06/22/2011,02/28/2011,REG,SERD,TRM,Single Donor,R-CD,J,C,,3600,Public Sector Management,3601,Public Administration,,Regional Cooperation and Integration,Capacity Development,,,,,,,"DR 2012. line for PRC-PR Fund, pp56.",Successful,,
EAKPF,EAKPF,2011,7744,,3932202,REG,Asia-Pacific Community of Practice on Managing for Development Results - From Concept to Practice (2nd Supplementary),EAKPF,,J,,,500,08 Sep 2011,,,09/08/2011,09/08/2011,REG,SPD,SPRU,Single Donor,R-CD,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,,,,,,,,,,Highly Successful,,
EAKPF,EAKPF,2011,7801,,4406102,TAJ,Strengthening Public Resource Management Program,EAKPF,,J,600,,500,18 Feb 2011,,,04/12/2011,02/18/2011,TAJ,CWRD,CWPF,Single Donor,PA,J,C,,3600,Public Sector Management,3601,Public Administration,,Governance,Economic Growth,Social Development,Capacity Development,Economic and Financial governance,Promoting macroeconomic stability,Other vulnerable groups,Institutional Development,,Successful,,
EAKPF,EAKPF,2011,7805,,4447802,REG,Strengthening Support for the Asia-Pacific Economic Cooperation Financial Regulators Training Initiative,EAKPF,,J,,,500,05 Apr 2011,,,04/29/2011,04/05/2011,REG,OREI,OREI,Single Donor,R-CD,J,C,,3300,Finance,3315,Finance Sector Development,,Economic Growth,Regional Cooperation and Integration,Capacity Development,,Promoting Economic Efficiency and Enabling Business environment,Money and Finance,Institutional Development,,,,,
EAKPF,EAKPF,2011,7864,,4514201,REG,Financial Regulatory Reforms in Asia,EAKPF,,J,,,500,13 Jul 2011,,,09/20/2011,07/13/2011,REG,OREI,OREI,Single Donor,R-RD,J,C,,3300,Finance,3301,Banking Systems,,Regional Cooperation and Integration,Governance,,,Money and Finance,Economic and Financial governance,,,,,,
EAKPF,EAKPF,2011,7868,,4534001,REG,Korea-ADB Conference on Knowledge Sharing and Development Effectiveness in the Asia and Pacific Region,EAKPF,,E,,,124,31 Aug 2011,,,09/21/2011,08/31/2011,REG,SDCC,SDOD,Single Donor,S-CD,E,C,,3700,Transport and ICT,3706,ICT,,Capacity Development,,,,Institutional Development,,,,,Successful,,
EAKPF,EAKPF,2011,7881,,4500601,BHU,Developing a Revenue Administration Management Information System,EAKPF,,E,,,500,13 Jul 2011,,,10/06/2011,07/13/2011,BHU,SARD,SAPF,Single Donor,CD,E,C,,3600,Public Sector Management,3602,Public Expenditure and Fiscal Management,,Economic Growth,Governance,Capacity Development,,Promoting Economic Efficiency and Enabling Business environment,Economic and Financial governance,Institutional Development,,,,,
EAKPF,EAKPF,2011,7898,,4533401,REG,Developing the Services Sector as an Engine for Inclusive Growth,EAKPF,,E,,,500,25 Oct 2011,,,10/25/2011,10/25/2011,REG,ERD,ERMF,Single Donor,R-RD,E,C,,3900,Multisector,3900,Multisector,,,,,,,,,,,Successful,,
EAKPF,EAKPF,2011,7903,,4535501,REG,Regional Forum on Public Sector Accounting,EAKPF,,E,,,500,02 Nov 2011,,,11/02/2011,11/02/2011,REG,CTL,,Single Donor,R-CD,E,C,,3600,Public Sector Management,,,,Regional Cooperation and Integration,,,,,,,,,,,
EAKPF,EAKPF,2011,7911,,4533501,REG,Broadening the Scope of Asian Bond Market Initiative Under ASEAN+3,EAKPF,,E,,,145,25 Oct 2011,,,11/11/2011,10/25/2011,REG,OREI,,Single Donor,R-RD,E,C,,3300,Finance,3311,Money and Capital Markets,,,,,,,,,,,Successful,,
EAKPF,EAKPF,2011,7939,,4330402,INO,Water Supply and Sanitation Sector Development,EAKPF,,E,,,500,10 Dec 2009,,,11/25/2011,12/10/2009,INO,SERD,SEUW,Single Donor,CD,E,C,,3800,Water and Other Municipal Infrastructure and Services,3801,Water Supply and Sanitation,,,,,,,,,,,,,
EAKPF,EAKPF,2011,7971,,4552201,MON,Government Bond Market Development,EAKPF,,J,,,500, ,,,12/14/2011,,MON,EARD,EAPF,Single Donor,PA,J,C,,3300,Finance,,,,,,,,,,,,"DR 2012. para in EARD section on New Joint Initiatives, pp 13.",,,
EAKPF,EAKPF,2011,8033,,4514701,REG,Supporting Public Management through e-Government Capacity Development,EAKPF,,E,,,500, ,,,12/23/2011,,REG,SDCC,SDGG,Single Donor,CD,E,C,,3600,Public Sector Management,3601,Public Administration,,,,,,,,,,,,,
EAKPF,EAKPF,2012,6438,,41138-012,REG,Implementation of the Technical Support Facility under the Carbon Market Initiative (4th Supplementary),EAKPF,,J,,,500,05 Oct 2011,,,01/12/2012,10/05/2011,REG,SDCC,SDAS,Single Donor,R-RD,J,C,,3200,Energy,3214,Energy Efficiency and Conservation,,Capacity Development,Economic Growth,Environmental Sustainability,,,,,,,Highly Successful,,
EAKPF,EAKPF,2012,6509,,41517-012,REG,Minimizing Foreign Exchange Settlement Risk in the ASEAN+3 Region: Support for Group of Experts (Supplementary),EAKPF,,,,,450, ,,,05/18/2012,,REG,OREI,OREI,Single Donor,R-RD,,C,,3300,Finance,3311,Money and Capital Markets,,Economic Growth,Regional Cooperation and Integration,Private Sector Development,,,,,,,,,
EAKPF,EAKPF,2012,7872,,45193-001,REG,Learning from e-learning: Testing Intelligent Learning Systems in South Asian Countries (Supplementary),EAKPF,,,225,,500,22 Nov 2012,,,11/27/2012,11/22/2012,REG,SARD,SAHS,Single Donor,R-RD,,C,,3100,Education,3105,Technical Education and Vocational Skills Training,,Social Development,,,,Human Development,,,,,,,
EAKPF,EAKPF,2012,8073,,4409101,PHI,Consumer Protection in a Competitive Electricity Market with Open Access,EAKPF,,E,,,500,10 Dec 2009,,,04/16/2012,12/10/2009,PHI,SERD,SEEN,Single Donor,PA,E,C,,3200,Energy,,,,,,,,,,,,,,,
EAKPF,EAKPF,2012,8101,,4510508,REG,Implementation of Sustainable Transport in Asia and the Pacific ﾖ Intelligent Transport Systems (ITS) for Better Urban Transport (Subproject 3),EAKPF,,E,,,300, ,,,06/27/2012,,REG,SDCC,SDAS,Single Donor,R-CD,E,C,,3700,Transport and ICT,,,,,,,,,,,,,,,
EAKPF,EAKPF,2012,8153,,4628101,REG,Policies for Industrial and Service Diversification in Asia in the 21st Century,EAKPF,,,,,500,20 Aug 2012,,,09/07/2012,08/20/2012,REG,ERD,EROD,Single Donor,R-PA,,C,,3900,Multisector,3900,Multisector,,Economic Growth,,,,Promoting Economic Efficiency and Enabling Business environment,,,,,,,
EAKPF,EAKPF,2012,8164,,,PHI,Strengthening Knowledge-based Economic and Social Development,EAKPF,,,,,500, ,,,09/14/2012,,PHI,SERD,SEHS,Single Donor,CD,,C,,3100,Education,3104,Tertiary and Higher Education,,Economic Growth,Social Development,Capacity Development,Gender Equity,"Knowledge,Science,And Technological Capacities",Human Development,"Client Relations,Network,And Partnership Development","Gender Equity In (Human) Capabilities,Gender Equity In (Economic) Opportunities",,,,
