Product Approval Number,Anchor Product,Donor,Unknown,Approval Year (Date of Approval ADB),Approval Year (ADB),,Approval Numbers,Proj No,MFF Number,Equity Number,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF ,Total,Grants,Loans,Commercial,Total CF,Type of Cofinancing,Agreement Type,Admin Arrangement,Source Classification,Source Subtype,ADB Fund Source,Sector Code,Sector,Subsector Code,Subsector,Approval Date CF,Date of Agreement Letter,Theme,Supplementary,cofinanceOfficer,Recording Date,Effectivity Date,Physical Closing Date,Financial Completion Date,Status Cofinancing,Sov-NonSov,PCR Rating,Validation Rating,PPER Rating,Remarks,Publications
9182,9182,JFPR,"Japan,JFPR",2015,2015,,9182,49168-001,,,MON,Improving School Dormitory Environment for Primary Students in Western Region,EARD,EASS,11/26/2015,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,,,,No,,11/26/2015,,,,,Sovereign,,,,,
9183,9183,JFPR,"Japan,JFPR",2015,2015,,9183,48216-001,,,MON,Integrated Livelihoods Improvement and Sustainable Tourism in Khuvsgul Lake National Park,EARD,EAER,12/07/2015,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,"Agriculture, Natural Resources and Rural Development",,,09/04/2015,,,No,,12/07/2015,,,,Approved,Sovereign,,,,,
,9184,JFPR,"Japan,JFPR",2015,2015,,9184,48322-001,,,MYA,Economic Empowerment of the Poor and Women in the East-West Economic Corridor,SERD,SEOD,12/15/2015,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,"Agriculture, Natural Resources and Rural Development",,,08/20/2015,,,No,,12/15/2015,,,,Approved,Sovereign,,,,,
70,2307,e-Asia and Knowledge Partnership Fund,Korea,2006,2006,,2307/0070,35376,,,MON,Customs Modernization,EARD,EARG,12/20/2006,,,,,0,0.5,,,0.5,DVA,,Full Administration,Bilateral,Grant,ADF,3500,Industry and Trade,,,,,,,,12/20/2006,05/21/2007,,12/13/2011,,Sovereign,Highly Successful,,,,
131,2466,MDTF-WFPF,MDTF-WFPF,2008,2008,,2466/0131,40007,,,UZB,Surkhandarya Water Supply and Sanitation,CWRD,,11/03/2008,,,,,0,1.5,,,1.5,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,ADF,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,11/03/2008,07/27/2009,,,,Sovereign,,,,,
147,2511,MDTF-WFPF,MDTF-WFPF,2009,2009,,2511/0147,41013,,,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,,,,,0,1.2,,,1.2,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,ADF,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,03/05/2009,,,,,Sovereign,,,,,"DR 2009. para on FCA pp 32. para on NET cof, pp 36."
159,2550,MDTF-WFPF,MDTF-WFPF,2009,2009,,2550/0159,42382-013,,,PRC,Liaoning Small Cities and Towns Development Demonstration Sector,EARD,,09/18/2009,,,,,0,0.25,,,0.25,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,OCR,3700,Transport,,,,,,,,09/18/2009,07/01/2010,,,,Sovereign,,,,,
171,2574,MDTF-WFPF,MDTF-WFPF,2009,2009,,2574/0171,40641,,,PRC,Hebei Small Cities and Towns Development Sector,EARD,,11/06/2009,,,,,0,0.25,,,0.25,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,OCR,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,11/06/2009,03/17/2010,,,,Sovereign,,,,,
190,2606,MDTF-WFPF,MDTF-WFPF,2009,2009,,2606,42383-023,,,PRC,Shanxi Small Cities and Towns Development Demonstration Sector,EARD,,12/18/2009,,,,,0,0.25,,,0.25,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,OCR,3000,"Agriculture, Natural Resources and Rural Development",,,,,,,,12/18/2009,09/09/2010,,,,Sovereign,,,,,
188,2607,MDTF-WFPF,MDTF-WFPF,2009,2009,,2607/0188/0189,38662,,,PRC,Shanxi Integrated Agricultural Development,EARD,,12/16/2009,,,,,0,0.5,,,0.5,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,OCR,3000,Agriculture and Natural Resources,,,,,,,,12/16/2009,,,,,Sovereign,,,,,
387,2795,MDTF-WFPF,MDTF-WFPF,2014,2014,,2795/0263/0387,43072-013,,,KIR,South Tarawa Sanitation Improvement Sector ﾖ Additional Financing,PARD,PAUS,05/14/2014,,,,,0,0.61,,,0.61,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3800,Water and Other Urban Infrastructure and Services,,,11/20/2012,,,Yes,,05/14/2014,,,,Approved,Sovereign,,,,,
401,3151,NDF,NDF,2014,2014,,3151/401/402/466/467/8299/8300,42334-014,,,CAM,Rural Roads Improvement II,SERD,SETC,08/08/2014,,,,,0,5.4,,,5.4,DVA,FW,Full Administration,Multilateral,Grant,,3700,Transport,,Road Transport,03/06/2014,,,No,,08/08/2014,,,,,Sovereign,,,,Euro $4 million,
2,2,Netherlands,Netherlands,2005,2005,,2,,,,INO,Earthquake and Tsunami Emergency Support,SERD,SEAE,04/07/2005,,,,,0,3.5,,,3.5,DVA,PS,Full Administration,Bilateral,Grant,ADF,3900,Multisector,3900,,,,,,,04/07/2005,09/18/1968,,01/15/1971,,Sovereign,Succesful,,,Asian Tsunami Fund Grant #0002.,
1842(L),1137,Netherlands,Netherlands,1992,1992,,1137/1633(L)/1842(L),24250,,,PHI,Second NGO Microcredit (Supplementary),SERD,,05/29/1992,,,,,0,1.8,,,1.8,DVA,PS,Full Administration,Bilateral,Grant,ADF,3300,Finance,,,,,,Yes,,05/29/1992,,,,,Sovereign,GS,,,,
2564,1381,Netherlands,Netherlands,1996,1996,,1381/2564,,,,BAN,Beneficiary Participation and Project Management,SARD,AWAR,05/02/1996,,,,,0,6.8,,,6.8,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,05/02/1996,04/08/1996,,01/15/2003,,Sovereign,S,,,"Addl 200,000 not recorded here.   Adj Dec05 from $6.8 to $5.886 ref PCR. - YLeones MBT: Anchor loan was approved on 26 Sep 1995, Board doc on admin of IFAD loan and NET grant was approved on 2 May 1996 per MF and LTAA. ",
2564,1381,Netherlands,Netherlands,2001,2001,,1381/2564,,,,BAN,Beneficiary Participation and Project Management (Supplementary),SARD,AWAR,02/14/2001,,,,,0,0.2,,,0.2,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,Yes,,02/14/2001,,,,,Sovereign,S,,,,
2563(L),1403,Netherlands,Netherlands,1996,1996,,1403/2563(L),23319,,,PAK,Forestry Sector,CWRD,,04/30/1996,,,,,0,14.15,,,14.15,DVA,,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,04/30/1996,03/11/1996,,05/22/2007,,Sovereign,Partly successful,Partly successful,,,
2852,1515,Netherlands,Netherlands,1997,1997,,1515/2852(L),29204,,,VIE,Forestry Sector,SERD,SEAE,08/20/1997,,,,,0,7,,,7,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,08/20/1997,10/08/1997,,11/28/2006,,Sovereign,Succesful,,,ADB admin grant 2852(L). PCR Dec07 - adj Dec08 bnk 35 to 10.49 cfg from $7 to $6.782.  File to OAS Aug10.,
3300,1643,Netherlands,Netherlands,1999,1999,,1643/3158(L)/3300(L),30032,,,BAN,Sundarbans Biodiversity Conservation (Supplementary),SARD,SAAE,11/10/1999,,,,,0,3.5,,,3.5,DVA,PS,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,,,,Yes,,11/10/1999,,,,,Sovereign,Unsuccessful,Unsuccessful,,,
3477(L),1716,Netherlands,Netherlands,2000,2000,,1716/3477(L),31287,,,SRI,Coastal Resource Management,SARD,SAOC,08/04/2000,,,,,0,12.76,,,12.76,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,08/04/2000,06/14/2000,,09/02/2010,,Sovereign,Succesful,,,ADB admin 3477(L),
3778(L),1767,Netherlands,Netherlands,2001,2000,,1767/3519(L)/3778(L),31381,,,SRI,Protected Area Management and Wildlife Conservations,SARD,,09/13/2001,,,,,0,4,,,4,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,09/13/2001,09/17/2001,,04/08/2009,,Sovereign,Succesful,,,ADB Admin 3778(L) app 13Sep01.,
3683,1831,Netherlands,Netherlands,2001,2001,,1831/3683(L),30209,,,BAN,Small Scale Water Resources Development Sector II,SARD,SAAE,07/12/2001,,,,,0,24.3,,,24.3,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,07/12/2001,11/09/2001,,06/15/2010,,Sovereign,Successful,,,"(R91-01, 21Jun01)","DR 2012. line on big Development Partnership Results, pp1; two paras in SARD section on Partnership Results, pp 19."
3742 (L),1846,Netherlands,Netherlands,2001,2001,,1846/3742(L),34442,,,SRI,North East Community Restoration and Development,SARD,SAOC,10/16/2001,,,,,0,0.5,,,0.5,DVA,,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,10/16/2001,01/09/2002,,01/23/2009,,Sovereign,HS,,,,
3892,1855,Netherlands,Netherlands,2002,2001,,1855/3892(L),30292,,,VIE,Second Red River Basin Sector,SERD,SEAE,06/27/2002,,,,,0,10.6,,,10.6,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,06/20/2002,05/17/2002,,02/14/2011,,Sovereign,Succesful,,,"anchor loan was approved on 13-Nov-01  Adj. Additional cf from NET in 27Jun02. In 2002 was listed under approvals, adj in 2003 included in 2001.",
47,1863,Netherlands,Netherlands,2006,2006,,1863/0047,31137,,,INO,Decentralized Basic Education,SERD,,03/14/2006,,,,,0,28,,,28,DVA,,Full Administration,Bilateral,Grant,ADF,3100,Education,,,,,,,,03/14/2006,05/20/2002,,06/30/2009,,Sovereign,Succesful,,,,
4008,1953,Netherlands,Netherlands,2002,2002,,1953/4007(L)/4008(L),35274,,,CAM,Commune Council Development,SERD,SEGF,12/03/2002,,,,,0,2.4,,,2.4,DVA,PS,Full Administration,Bilateral,Grant,ADF,3600,Public Sector Management,,,,,,,,12/03/2002,03/13/2003,,11/29/2007,,Sovereign,Highly Successful,,,,
4022,1964,Netherlands,Netherlands,2002,2002,,1964/4022(L),35261,,,INO,Sustainable Capacity Building for Decentralization,SERD,IRM,12/10/2002,,,,,0,8.54,,,8.54,DVA,PS,Full Administration,Bilateral,Grant,ADF,3600,Public Sector Management,,,,,,,,12/10/2002,09/05/2003,,08/07/2012,,Sovereign,Successful,,,Grant 4022 (L). Adj from $8.8 to $8.54 ref 19Jun06 OGC memo. Adj Dec07.,
4032,1974,Netherlands,Netherlands,2002,2002,,1974/4032(L),31328,,,IND,Modernizing Government and Fiscal Reform in Kerala,SARD,SAGF,12/16/2002,,,,,0,50,,,50,DVA,PS,Full Administration,Bilateral,Grant,OCR,3600,Public Sector Management,,,,,,,,12/16/2002,12/17/2002,,12/31/2005,,Sovereign,Partly successful,Partly Successful,,Adj Dec07. from $50 to $25 re PCR para 34. MBT: adjusted to reflect correct amount of $50m ,
4209(L),2015,Netherlands,Netherlands,2003,2003,,2015/4209(L),30216,,,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,,,,,0,50,,,50,DVA,PS,Full Administration,Bilateral,Grant,ADF,3100,Education,,,,,,,,11/03/2003,04/19/2004,,07/19/2012,,Sovereign,Successful,,,) ADB admin.,"DR 2009, Case Study: Improving Primary Education in Bangladesh, pp 14-15"
4299,2064,Netherlands,Netherlands,2003,2003,,2064/2065/4299(L),32359,,,INO,Participatory Irrigation Sector,SERD,SEAE,12/18/2003,,,,,0,15,,,15,DVA,PS,Full Administration,Bilateral,Grant,OCR,3000,Agriculture and Natural Resources,,,,,,,,12/18/2003,06/02/2005,,,,Sovereign,Successful,,,# 4299(L),
4560(L),2109,Netherlands,Netherlands,2004,2004,,2109/4560(L),37135,,,PAK,Supporting Public Resource Management Reforms in Balochistan,CWRD,SAGF,11/26/2004,,,,,0,1.92,,,1.92,DVA,PS,Full Administration,Bilateral,Grant,ADF,3600,Public Sector Management,,,,,,,,11/26/2004,12/23/2004,,07/21/2009,,Sovereign,Unsuccessful,Unsuccessful,,ADB administered. NET approval 8 Dec 2004. (TA Loan),
24,2126,Netherlands,Netherlands,2004,2004,,2126/2127/0024,35144,,,INO,State Audit Reform Sector Development Program,SERD,IRM,12/13/2004,,,,,0,5,,,5,DVA,PS,Full Administration,Bilateral,Grant,,3600,Public Sector Management,,,,,,,,12/13/2004,12/17/2004,,07/01/2011,,Sovereign,Partly successful,,,ADB admin TA# 4473 ($1.3)-TA 4474 ($3.7) - Support for the Implementation of the State Audit Reform Program (Grant -0024). PCR Mar2010.,
38,2156,Netherlands,Netherlands,2005,2005,,2156/0038/0039,38625,,,BAN,Emergency Flood Damage Rehabilitation,SARD,BRM,01/20/2005,,,,,0,13,,,13,DVA,PS,Full Administration,Bilateral,Grant,ADF,3900,Multisector,3900,,,,,,,01/20/2005,05/02/2005,,12/13/2007,,Sovereign,Highly Successful,Successful,,Grant cf was approved 15Nov05 ref Bd Paper Major change in Proj Scope & Implementation Arrangements R286-05(25Oct05).,
3,2163,Netherlands,Netherlands,2005,2005,,2163/2164/0003,34152,,,INO,Community Water Services and Health,SERD,SESS,04/07/2005,,,,,0,5,,,5,DVA,PS,Full Administration,Bilateral,Grant,OCR,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,04/07/2005,04/12/2006,,,,Sovereign,Partly Successful,,,,
45,2167,Netherlands,Netherlands,2006,2006,,2167/0006/0011/0045/8221,39144,,,SRI,Tsunami-Affected Areas Rebuilding Project (Supplementary),SARD,,06/26/2006,,,,,0,8.74,,,8.74,DVA,,Full Administration,Bilateral,Grant,ADF,3900,Multisector,3900,,,,,,,06/26/2006,07/28/2005,,01/31/2011,,Sovereign,Succesful,,,Grant 0045 (SUPPLEMENTARY-HOUSING DEVELOPMENT COMPONENT) ,
2193,2193(L),Netherlands,Netherlands,1994,1994,,2193(L),,,,IND,Energy Efficiency Support,SARD,SARD,10/27/1994,,,,,0,3,,,3,DVA,PS,Full Administration,Bilateral,Grant,ADF,3200,Energy,,,,,,,,10/27/1994,12/29/2005,,01/14/2011,,Sovereign,GS,,,"Energy Conservation & Environment Imprv, ADB loan 1212 was cancelled. Listed in Dec06  Grant 2193(L) Energy Efficiency Support. File to OAS Aug10.",
36,2200,Netherlands,Netherlands,2005,2005,,2200/0036/3302/0441,34418,,,BAN,Southwest Area Integrated Water Resources Planning and Management,SARD,SAAE,11/23/2005,,,,,0,12.5,,,12.5,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,11/23/2005,08/23/2006,,,,Sovereign,,,,ADB Administered,
,2200,Netherlands,"Netherlands,Netherlands",2015,2015,,2200/0036/3302/0441,34418,,,BAN,Southwest Area Integrated Water Resources Planning and ManagementﾗAdditional Financing,SARD,SAAE,09/30/2015,,,,,0,7,,,7,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000,"Agriculture, Natural Resources and Rural Development",,,,,,Yes,,09/30/2015,,,,,Sovereign,,,,,
64,2264,Netherlands,Netherlands,2006,2006,,2264/0064,40009,,,INO,Infrastructure Reform Sector Development Program (Project Loan),SERD,IRM,11/21/2006,,,,,0,7.56,,,7.56,DVA,PS,Full Administration,Bilateral,Grant,ADF,3900,Multisector,3900,,,,,,,11/21/2006,11/29/2006,,,,Sovereign,,,,ADB admin grant $7.56 m.,
146,2409,Netherlands,Netherlands,2009,2009,,2409/0110/0146/8233/8239,41657,,,BAN,Emergency Disaster Damage Rehabilitation (Sector) (Supplementary),SARD,BRM,02/03/2009,,,,,0,24,,,24,DVA,,Full Administration,Bilateral,Grant,ADF,3900,Multisector,3900,Multisector,,,,Yes,,02/03/2009,02/19/2008,,04/20/2011,,Sovereign,Highly Successful,,,"Grant 0146; PIGGYBACKED AND SUPPLEMENTARY TO LOAN 2409, RELATED TO GRANT 0110.","DR 2009. para on NET cof, pp. 36."
130,2477,Netherlands Trust Fund for the Water Financing Partnership Facility,Netherlands,2008,2008,,2477/0129-0130,37381,,,SRI,Dry Zone Urban Water and Sanitation,SARD,SAUD,11/28/2008,,,,,0,2,,,2,DVA,,Full Administration,Bilateral,Grant,ADF,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,11/28/2008,11/13/2009,,,,Sovereign,,,,,
147,2511,Netherlands Trust Fund for the Water Financing Partnership Facility,Netherlands,2009,2009,,2511/0147,41013,,,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,,,,,0,0.8,,,0.8,DVA,,Full Administration,Bilateral,Grant,ADF,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,03/05/2009,,,,,Sovereign,,,,,"DR 2009. para on FCA pp 32. para on NET cof, pp 36."
396,3138,Netherlands,Netherlands,2014,2014,,3138/0396,44167-014,82,,BAN,Flood and Riverbank Erosion Risk Management Investment Program ﾖ Project 1,SARD,SAER,07/03/2014,,,,,0,15.3,,,15.3,DVA,PS,Full Administration,Bilateral,Grant,,3000,"Agriculture, Natural Resources and Rural Development",,,,,,No,,07/03/2014,,,,,Sovereign,,,,,
42,42,NZAID,New Zealand,2006,2006,,42,,,,PNG,HIV/AIDS Prevention and Control in Rural Development Enclaves,PARD,PAHQ,04/25/2006,,,,,0,3.5,,,3.5,DVA,PS,Full Administration,Bilateral,Grant,ADF Grant,3400,Health and Social Protection,,,,,,,,04/25/2006,03/09/1971,,06/20/1974,,Sovereign,,,,ADB admin grant,"DR 2009. para on project-specific cofinancing, pp 9. Case Study: Combating HIV/AIDS in Papua New Guinea, pp 34-35. DR 2011. Case Study Brief on grant cof, pp 16."
50,49,NZAID,New Zealand,2006,2006,,0049/50,39581-012,,,SOL,Road Improvement (Sector),PARD,PLCO,08/08/2006,,,,,0,9.75,,,9.75,DVA,,Full Administration,Bilateral,Grant,ADF Grant,3700,Transport and ICT,,,,,,,,08/08/2006,12/20/1972,,09/30/1993,,Sovereign,Successful,,,,"DR 2011. Case Study Brief on grant cof, pp 16."
50,49,New Zealand,New Zealand,2012,2012,,0049/50,39581-012,,,SOL,Road Improvement (Sector) (3rd Supplementary),PARD,PLCO,11/27/2012,,,,,0,0.89,,,0.89,DVA,PS,Full Administration,Bilateral,Grant,ADF Grant,3700,Transport and ICT,,Road Transport,,,,Yes,,11/27/2012,,,,,Sovereign,Successful,,,"$892,603 amount approved","DR 2011. Case Study Brief on grant cof, pp 16."
293,127,New Zealand,New Zealand,2015,2015,,0127/0292/0293,40263-033,,,SOL,Domestic Maritime Support (Sector)ﾖAdditional Cofinancing,PARD,PLCO,04/28/2015,,,,,0,0.29,,,0.29,DVA,PS,Full Administration,Bilateral,Grant,,3700,Transport,,,,,,Yes,,04/28/2015,,,,,Sovereign,,,,"$301,760 actual amount, changed to $285,196 based on re-issued coding form (7 July 2015)","DR 2012. para in PARD section on New Joint Initiatives, pp 16."
293,127,New Zealand,New Zealand,2012,2012,,0127/0292/0293,40263-033,,,SOL,Domestic Maritime Support (Sector) (Supplementary),PARD,PLCO,05/23/2012,,,,,0,2.5,,,2.5,DVA,,Full Administration,Bilateral,Grant,,3700,Transport,,,,,,Yes,,05/23/2012,,,,,Sovereign,,,,,"DR 2012. para in PARD section on New Joint Initiatives, pp 16."
293,127,New Zealand,New Zealand,2014,2014,,0127/0292/0293,40263-033,,,SOL,Domestic Maritime Support (Sector) (Supplementary),PARD,PLCO,06/17/2014,,,,,0,2.5,,,2.5,DVA,PS,Full Administration,Bilateral,Grant,,3700,Transport,,,03/11/2014,,,Yes,,06/17/2014,,,,,Sovereign,,,,,"DR 2012. para in PARD section on New Joint Initiatives, pp 16."
207,175,NZAID,New Zealand,2010,2010,,0175/0176/0177/0207/0210,43381,,,SOL,Second Road Improvement (Sector) (Supplementary),PARD,,05/20/2010,,,,,0,0.36,,,0.36,DVA,,Full Administration,Bilateral,Grant,ADF Grant,3700,Transport and ICT,,,,,,,,05/20/2010,,,,,Sovereign,,,," NZ$500,000; THIS SUPPL GRANT IS RELATED TO SUPPL GRANT -0177 FINANCED BY AUS ",
390,389,New Zealand,"New Zealand,New Zealand",2014,2014,,0389/0390,48192-001,,,TON,Cyclone Ian Recovery,PARD,PATE,05/16/2014,,,,,0,4.27,,,4.27,DVA,PS,Full Administration,Bilateral,Grant,,3200,Energy,,Energy Sector Development,04/22/2014,,,No,,05/16/2014,,,,Under Processing,Sovereign,,,,"Letter of Commitment from NZL amounting to NZ$5 million, dated 22 April 2014",
457,456,New Zealand,"New Zealand,New Zealand",2015,2015,,0456/0457,46044-003,,,SAM,Renewable Energy Development and Power Sector RehabilitationﾗAdditional Financing,PARD,PATE,11/18/2015,,,,,0,2.49,,,2.49,DVA,PS,Full Administration,Bilateral,Grant,,3200,Energy,,,,,,Yes,,11/18/2015,,,,Approved,Sovereign,,,,,
,469,New Zealand,"New Zealand,New Zealand",2015,2015,,469,41504,51,,PNG,Town Electrification Investment Program-Tranche 1ﾗAdditional Financing,PARD,PATE,12/09/2015,,,,,0,4.77,,,4.77,DVA,PS,Full Administration,Bilateral,Grant,,3200,Energy,,,,,,Yes,,12/09/2015,,,,,Sovereign,,,,,
44,1823,NZAID,New Zealand,2006,2006,,1823/G0043/G0044,34513,,,SOL,Post-Conflict Emergency Rehabilitation (Supplementary),PARD,PARD,02/08/2006,,,,,0,6.5,,,6.5,DVA,PS,Full Administration,Bilateral,Grant,ADF,3900,Multisector,3900,Multisector,,,,,,02/08/2006,03/19/2001,,06/23/2008,,Sovereign,Succesful,Successful,,Anchor loan app in 2000. Grant 0044 - addl grant cf of $6.5 m from New Zealand (24May06-change in scope). PCR Oct09.,
288,9163,New Zealand,New Zealand,2012,2012,,9163/0288,41504-024,,,PNG,Improved Energy Access for Rural Communities,PARD,PATE,04/19/2012,,,,,0,2.5,,,2.5,DVA,PS,Full Administration,Bilateral,Grant,,3200,Energy,,Conventional Energy,08/29/2011,,,No,,04/19/2012,,,,,Sovereign,,,,,"DR 2012. para in PARD section on New Jint Initiatives, pp 16."
0542 (FG),542,Norway,Norway,1981,1981,,542,14033,,,PHI,Rural Electrification,SERD,,11/17/1981,,,,,0,5.03,,,5.03,DVA,,Full Administration,Bilateral,Grant,OCR,3200,Energy,,,,,,,,11/17/1981,,,,,Sovereign,,,,"NOR grant made on 4 March 1982 per PCR, RRP says $5.03 approved 17 Nov 1981",
0977 (FG),977,Norway,Norway,1989,1989,,977,21124,,,PAK,Primary Education (Girls) Sector,CWRD,,10/26/1989,,,,,0,4.5,,,4.5,DVA,PS,Full Administration,Bilateral,Grant,ADF,3100,Education,,,,,,,,10/26/1989,05/14/1990,,03/21/1997,,Sovereign,GS,,,Adj Dec06. from $4.5 to $3.9 01/Nov/1990(?) MBT: adjusted from $3.9 to $4.5 based on approvals published in pp170-17 of ADB AR 1990,
1633(L),1137,Norway,Norway,1991,1991,,1137/1633(L)/1842(L),24250,,,PHI,Second NGO Microcredit,SERD,,11/28/1991,,,,,0,3,,,3,DVA,PS,Full Administration,Bilateral,Grant,ADF,3300,Finance,,,,,,,,11/28/1991,02/19/1992,,05/30/1997,,Sovereign,GS,,,1633 (L) Credit Program for the Poorest of the Poor,
2232,1213,Norway,Norway,1994,1994,,1213/2232(L),26041,,,BAN,Rural Poor Cooperative,SARD,,03/11/1994,,,,,0,1.31,,,1.31,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,03/11/1994,04/29/1993,,05/18/1999,,Sovereign,S,,,"PCR IN 245-01, 8Nov01  Grants 2232(L). From multisector to Agri",
2194(L),1300,Norway,Norway,1994,1994,,1300/2194(L),,,,MON,Telecommunications,EARD,EATC,06/16/1994,,,,,0,2,,,2,DVA,,Full Administration,Bilateral,Grant,ADF,3700,Transport and ICT,,,,,,,,06/16/1994,08/05/1994,,06/01/2000,,Sovereign,S,,,,
2277(L),1327,Norway,Norway,1994,1994,,1327/2277(L),,,,INO,Microcredit,SERD,SEAE,10/25/1994,,,,,0,1,,,1,DVA,PS,Full Administration,Bilateral,Grant,ADF,3300,Finance,,,,,,,,10/25/1994,07/21/1995,,07/05/2002,,Sovereign,S,,,Adj Dec06 - listed in Dec06 - ADB admin 2277(L).  File to OAS Feb08.,
4209(L),2015,NORAD,Norway,2003,2003,,2015/4209(L),30216,,,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,,,,,0,40,,,40,DVA,PS,Full Administration,Bilateral,Grant,ADF,3100,Education,,,,,,,,11/03/2003,04/19/2004,,07/19/2012,,Sovereign,Successful,,,") ADB admin.  NOK349,000,000","DR 2009, Case Study: Improving Primary Education in Bangladesh, pp 14-15"
62,2043,Norway,Norway,2006,2006,,2043/2044/0062,37245,,,SRI,Conflict Affected Areas Rehabilitation,SARD,SLRM,10/09/2006,,,,,0,8.6,,,8.6,DVA,PS,Full Administration,Bilateral,Grant,,3900,Multisector,3900,,,,,,,10/09/2006,03/10/2004,,12/13/2011,,Sovereign,,,,Additional grant cf $8.6 m (Nkr 56 million) from NOR for the reconstruction & extension of medium-voltage power lines beyond the original scope of the Proj. Ref major proj change paper.(Sep06).,
75,2168,Norway,Norway,2007,2007,,2168/7/13/75/0193,36601-013,,,SRI,North East Community Restoration and Development II (Supplementary),SARD,,02/05/2007,,,,,0,1,,,1,DVA,,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,02/05/2007,01/09/2002,,01/23/2009,,Sovereign,Successful,,,,
19,2188-2189,Norway,Norway,2005,2005,,2188-2189/G0019,35242,,,BAN,Gas Transmission and Development,SARD,SAEN,10/27/2005,,,,,0,5,,,5,DVA,PS,Full Administration,Bilateral,Grant,OCR,3200,Energy,,,,,,,,10/27/2005,11/28/2006,,,,Sovereign,,,,"Ref RRP MFA, NOR to financed capacity bldg component of the Gas Transmission & Dev Proj (G0019). Cf agreement signed by MFA 11Oct06.",
271,2808,Norway,Norway,2011,2011,,2808/G0270/G0271,41155,,,NEP,Electricity Transmission Expansion and Supply Improvement,SARD,SAEN,11/15/2011,,,,,0,25,,,25,DVA,,Full Administration,Bilateral,Grant,,3200,Energy,,,,,,No,,11/15/2011,06/21/2012,,,,Sovereign,,,,"Gov't of Norway has provided a firm commitment, with final approval anticipated by December 2011",
397,3139,Norway,Norway,2014,2014,,3139/0397/0398,44219-014,,,NEP,South Asia  Subregional Economic Cooperation Power System Expansion,SARD,SAEN,07/04/2014,,,,,0,60,,,60,DVA,PS,Full Administration,Bilateral,Grant,,3200,Energy,,"Renewable Energy, Electricity Transmission and Distribution",05/06/2014,,,Yes,,07/04/2014,,,,Under Processing,Sovereign,,,,,
363,3041,Phu Bia Mining Limited,Phu Bia Mining Limited,2013,2013,,3041/0363,45301-002,,,LAO,Water Supply and Sanitation Sector,SERD,SEUW,10/09/2013,,,,,0,6,,,6,DVA,PS,Full Administration,Private Sector,Grant,,3800,Water and Other Municipal Infrastructure and Services,,Water Supply and Sanitation,,,,No,,10/09/2013,,,,,Sovereign,,,,,
