,Year,TA No,DMC,Project Name,Type of TA,Type of Cofg,Type of Agreement,Sector,Source Type,Donor Type,Coft Amt,Source,Cofr Approval,ADB Approval
1339,2010,7753,REG,Strengthening Coastal and Marine Resources Management in the Coral Triangle of the Pacific (Phase 2),R-PATA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,"13,100.00",GEF,09-Nov-2010,14-Dec-2010
1340,2010,7761,IND,Advanced Project Preparedness for Poverty Reduction-Capacity Development for Jharkhand State Roads Sector (Subproject 11),C-CDTA,E,PS,Transport and ICT,Bilateral,Single Donor,"1,100.00",UKG,18-Nov-2009,16-Dec-2010
1341,2010,7762,NEP,Preparation of the Agricultural Development Strategy,PATA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,500.00,IFAD,02-Dec-2010,14-Dec-2010
1342,2010,7764,REG,Ensuring Sustainability of Greater Mekong Subregion Regional Power Development,R-CDTA,E,PS,Energy,Bilateral,Single Donor,"1,350.00",AFD,23-Dec-2009,12-Nov-2010
1343,2010,7766,IND,Advanced Project Preparedness for Poverty Reduction-Institutional Development for a Value Chain Approach to Agribusiness  in Bihar and Maharastra (Subproject 12),C-CDTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,850.00,UKG,18-Nov-2009,15-Dec-2010
1344,2010,7768,INO,Institutional Strengthening for the Water Resources Sector,PATA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,500.00,JFPR,01-Nov-2010,14-Dec-2010
1345,2011,6289,REG,Core Environment Program and Biodiversity Conservation Corridors Initiative in the GMS (Supplementary) 2,R-RDTA,J,C,Agriculture and Natural Resources,Special Fund,ADB,"1,000.00",CCF,,12-Apr-2011
1346,2011,6289,REG,Core Environment Program and Biodiversity Conservation Corridors Initiative in the GMS (Supplementary) 2,R-RDTA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,"1,086.08",SWE,14-Dec-2010,12-Apr-2011
1347,2011,6293,REG,Managing the Cities in Asia (Supplementary),R-RDTA,J,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,"2,330.00",SWE,10-Dec-2010,16-May-2011
1348,2011,6353,REG,Private Sector Development Initiative (Supplementary) 4,R-PATA,J,C,Public Sector Management,Bilateral,Single Donor,79.35,AUS,27-Apr-2011,11-May-2011
1349,2011,6437,REG,Integrated Trade Facilitation Support for Central Asia Regional Economic Cooperation (Supplementary),R-CDTA,J,C,Industry and Trade,Special Fund,ADB,500.00,RCIF,,19-Dec-2011
1350,2011,6438,REG,Implementation of the Technical Support Facility under the Carbon Market Initiative (Supplementary) 3,R-RDTA,J,PS,Energy,Bilateral,Single Donor,550.00,AUT,05-Sep-2011,16-Sep-2011
1351,2011,6445,REG,Support for Implementation of the Second Governance and Anticorruption Action Plan (Supplementary),RETA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,391.00,GCF,,25-Oct-2011
1352,2011,6498,REG,Knowledge and Innovation Support for ADB's Water Financing Program (Supplementary) 2,R-CDTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,"5,000.00",NET-WFPF,26-Aug-2011,16-Nov-2011
1353,2011,6498,REG,Knowledge and Innovation Support for ADB's Water Financing Program (Supplementary) 2,R-CDTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,"1,500.00",MDTF-WFPF,09-Mar-2010,16-Nov-2011
1354,2011,6522,REG,Establishment of the Pacific Infrastructure Advisory Center (2nd Supplementary),R-PATA,E,PS,Multisector,Bilateral,Single Donor,"1,500.00",AUS,09-Nov-2011,07-Dec-2011
1355,2011,6522,REG,Establishment of the Pacific Infrastructure Advisory Center (3rd Supplementary),R-PATA,E,PS,Multisector,Bilateral,Single Donor,"1,178.00",AUS,21-Jan-2011,22-Mar-2011
1356,2011,7166,KIR,Economic Management and Public Sector Reform (Supplementary),CDTA,J,PS,Public Sector Management,Bilateral,Single Donor,"1,500.00",AUS,22-Mar-2011,12-Apr-2011
1357,2011,7345,VAN,Port Vila Urban Development (Supplementary),PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,500.00,AUS,10-Jun-2011,10-Jun-2011
1358,2011,7359,KIR,Tarawa Sanitation Improvement (Supplementary),PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,125.00,AUS-PRIF,11-Feb-2010,14-Feb-2011
1359,2011,7431,REG,Greater Mekong Subregion Phnom Penh Plan for Development Management IV (Supplementary),R-CDTA,J,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,28-Feb-2011,22-Jun-2011
1360,2011,7494,REG,Fourth High-Level Forum on Aid Effectiveness (5th Supplementary),R-PATA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,58.97,HLF-4,09-Dec-2011,12-Dec-2011
1361,2011,7494,REG,Fourth High-Level Forum on Aid Effectiveness (4th Supplementary),R-PATA,J,PS,Public Sector Management,Bilateral,Single Donor,98.00,CAN,,02-Dec-2011
1362,2011,7494,REG,Fourth High-Level Forum on Aid Effectiveness (3rd Supplementary),R-PATA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,208.96,HLF-4,18-Nov-2011,18-Nov-2011
1363,2011,7494,REG,Fourth High-Level Forum on Aid Effectiveness (2nd Supplementary),R-PATA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,763.69,HLF-4,21-Oct-2011,21-Oct-2011
1364,2011,7507,REG,2011 International Comparison Program for Asia and the Pacific (2nd Supplementary),R-RDTA,E,PS,Multisector,Multilateral,Multidonor,161.00,WB,16-Aug-2011,15-Sep-2011
1365,2011,7512,REG,Empowering the Poor through Increasing Access to Energy (2nd Supplementary),R-PPTA,E,PS,Energy,Bilateral,Single Donor,"2,750.00",AUT,14-Nov-2011,18-Nov-2011
1366,2011,7512,REG,Empowering the Poor through Increasing Access to Energy (Supplementary),R-PPTA,J,C,Energy,Bilateral,Single Donor,133.00,Swiss Cooperation Fund for Consulting Services,04-Feb-2011,22-Jun-2011
1367,2011,7551,GEO,Developing a Geospatial Urban Water Supply and Sanitation Utility Management System (Supplementary),CDTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,600.00,SPA,,13-Dec-2011
1368,2011,7575,REG,Determining the Potential for Carbon Capture and Storage in Southeast Asia (Supplementary),R-CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,350.00,CCSF,10-May-2011,04-Jul-2011
1369,2011,7583,INO,Geothermal Power Development (Supplementary),PPTA,E,PS,Energy,Bilateral,Single Donor,225.00,AUS,21-Oct-2011,21-Oct-2011
1370,2011,7610,CAM,Supporting Policy and Institutional Reforms and Capacity Development in the Water Sector (2nd Supplementary),CDTA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,"4,550.00",AUS,30-Mar-2011,30-Mar-2011
1371,2011,7610,CAM,Supporting Policy and Institutional Reforms and Capacity Development in the Water Sector (Supplementary),CDTA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,"3,750.00",NDF,19-Jan-2011,19-Jan-2011
1372,2011,7627,REG,Enabling Climate Change Responses in Asia and the Pacific - Capacity Development to Address Climate Change (Subproject 3) (Supplementary),CDTA,E,PS,Multisector,Bilateral,Single Donor,100.00,SWE,14-Jan-2011,18-Jan-2011
1373,2011,7644,REG,Greater Mekong Subregion: Corridor Towns Development (2nd Supplementary),R-PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,300.00,UFPF-UEIF,,13-Dec-2011
1374,2011,7644,REG,Greater Mekong Subregion: Corridor Towns Development (Supplementary),R-PPTA,J,PS,Water and Other Municipal Infrastructure and Services,Global Fund,Multidonor,600.00,SCF-PPCR,29-Jun-2011,08-Aug-2011
1375,2011,7739,INO,Supporting Water Operators' Partnerships (Supplementary),CDTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,425.00,AUS,06-Jan-2012,02-Dec-2011
1376,2011,7744,REG,Asia-Pacific Community of Practice on Managing for Development Results - From Concept to Practice (2nd Supplementary),R-CDTA,J,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,08-Sep-2011,08-Sep-2011
1377,2011,7744,REG,Asia-Pacific Community of Practice on Managing for Development Results - From Concept to Practice (Supplementary),R-CDTA,J,C,Public Sector Management,Bilateral,Single Donor,711.50,JFPR,25-Feb-2011,14-Apr-2011
1378,2011,7744,REG,Asia-Pacific Community of Practice on Managing for Development Results - From Concept to Practice (Supplementary),R-CDTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,320.00,MFDR,14-Apr-2011,14-Apr-2011
1379,2011,7753,REG,Strengthening Coastal and Marine Resources Management in the Coral Triangle of the Pacific (Phase 2) (Supplementary),R-PATA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,18.18,GEF,09-Nov-2010,13-Dec-2011
1380,2011,7760,NEP,Support for the Implementation of School Sector Reform Program (Supplementary),CDTA,J,PS,Education,Bilateral,Single Donor,190.00,DEN,27-Sep-2011,21-Sep-2011
1381,2011,7771,IND,Himachal Pradesh Clean Energy Transmission Investment Program,PPTA,E,C,Energy,Bilateral,Single Donor,500.00,JFPR,11-Jan-2011,11-Jan-2011
1382,2011,7775,REG,Central Asia Regional Economic Cooperation-Transport and Trade Facilitation: Border Crossing Point Improvement and Single Window Development Project,R-PPTA,E,C,Multisector,Special Fund,ADB,"2,000.00",RCIF,02-Aug-2010,13-Jan-2011
1383,2011,7776,INO,Preparation of the Forest Investment Strategy,S-CDTA,E,PS,Agriculture and Natural Resources,Global Fund,Multidonor,225.00,SCF-FIP,21-Dec-2010,17-Jan-2011
1384,2011,7777,NEP,Improving Access to Finance Sector Development Program,PPTA,E,C,Finance,Bilateral,Single Donor,600.00,JFPR,09-Dec-2010,27-Jan-2011
1385,2011,7778,SRI,Implementation of Energy Efficiency Policy Initiatives,CDTA,E,C,Energy,Bilateral,Single Donor,"1,850.00",ACEF,15-Sep-2010,27-Jan-2011
1386,2011,7779,VIE,Support for the National Target Program on Climate Change with a Focus on Energy and Transport,PATA,E,PS,Energy,Multilateral,Multidonor,"2,500.00",NDF,19-Jan-2011,31-Jan-2011
1387,2011,7780,LAO,National Integrated Water Resources Management Support,CDTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,600.00,SPA,07-Oct-2010,16-Feb-2011
1388,2011,7780,LAO,National Integrated Water Resources Management Support,CDTA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,"3,000.00",AUS,12-Jan-2011,16-Feb-2011
1389,2011,7781,PHI,Rural Community-Based Renewable Energy Development in Mindanao,PATA,E,C,Energy,Bilateral,Single Donor,"2,000.00",ACEF,24-Jun-2010,16-Feb-2011
1390,2011,7782,PNG,Facilitating Public-Private Partnerships,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,800.00,JFPR,22-Dec-2010,23-Feb-2011
1391,2011,7787,REG,Pacific Regional Information and Communications Technology Connectivity Project (Phase 2),R-PPTA,E,C,Transport and ICT,Special Fund,ADB,900.00,RCIF,14-Sep-2010,14-Mar-2011
1392,2011,7791,REG,Capacity Building for Implementing Private Sector-Led Integration in South Asia,R-CDTA,E,C,Industry and Trade,Bilateral,Single Donor,680.00,ICFF,15-Sep-2010,16-Mar-2011
1393,2011,7793,INO,Institutional Capacity Building of Indonesia Eximbank,CDTA,E,C,Finance,Bilateral,Single Donor,"1,100.00",ACEF,15-Sep-2010,25-Mar-2011
1394,2011,7793,INO,Institutional Capacity Building of Indonesia Eximbank,CDTA,E,C,Finance,Multi-Donor Trust Fund,Multidonor,350.00,FSDPF,14-Sep-2010,25-Mar-2011
1395,2011,7794,REG,Implementing the Pacific Regional Audit Initiative,R-CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,300.00",JFPR,25-Feb-2011,29-Mar-2011
1396,2011,7796,PHI,Strengthening Public-Private Partnerships in the Philippines,CDTA,J,PS,Public Sector Management,Bilateral,Single Donor,"1,200.00",CAN,17-Feb-2011,24-Mar-2011
1397,2011,7796,PHI,Strengthening Public-Private Partnerships in the Philippines,CDTA,J,PS,Public Sector Management,Bilateral,Single Donor,"7,000.00",AUS,28-Feb-2011,24-Mar-2011
1398,2011,7798,REG,Promoting Energy Efficiency in the Pacific (Phase 2),R-CDTA,J,C,Energy,Bilateral,Single Donor,"1,000.00",AUS-PRIF,23-Feb-2011,31-Mar-2011
1399,2011,7798,REG,Promoting Energy Efficiency in the Pacific (Phase 2),R-CDTA,J,C,Energy,Bilateral,Single Donor,"1,500.00",ACEF,04-Apr-2011,31-Mar-2011
1400,2011,7798,REG,Promoting Energy Efficiency in the Pacific (Phase 2),R-CDTA,J,PS,Energy,Global Fund,Multidonor,"5,254.54",GEF,10-Feb-2011,31-Mar-2011
1401,2011,7800,REG,Building Capacity for Statistics in the Pacific,R-CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,000.00",JFPR,25-Feb-2011,30-Mar-2011
1402,2011,7801,TAJ,Strengthening Public Resource Management Program,PATA,J,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,18-Feb-2011,12-Apr-2011
1403,2011,7802,IND,Capacity Building for Commercial Bank Lending for Solar Energy Projects,CDTA,J,C,Energy,Bilateral,Single Donor,750.00,ACEF,04-Mar-2011,08-Apr-2011
1404,2011,7805,REG,Strengthening Support for the Asia-Pacific Economic Cooperation Financial Regulators Training Initiative,R-CDTA,J,C,Finance,Bilateral,Single Donor,500.00,EAKPF,05-Apr-2011,29-Apr-2011
1405,2011,7805,REG,Strengthening Support for the Asia-Pacific Economic Cooperation Financial Regulators Training Initiative,R-CDTA,J,C,Finance,Special Fund,ADB,450.00,RCIF,25-Mar-2011,29-Apr-2011
1406,2011,7806,PHI,Results-Oriented Strategic Planning and Development Management for Inclusive Growth,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,000.00",JFPR,25-Feb-2011,13-Apr-2011
1407,2011,7807,NEP,Scaling Up Micro and Mini Renewable Energy Initiatives,PATA,E,PS,Energy,Global Fund,Multidonor,215.00,SCF-SREP,07-Apr-2011,17-May-2011
1408,2011,7808,IND,Development of International Center for Application of Solar Energy Technologies,CDTA,E,C,Energy,Bilateral,Single Donor,"2,000.00",JFPR,25-Feb-2011,17-May-2011
1409,2011,7809,PHI,Support to Local Government Revenue Generation and Land Administration Reforms,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,500.00",JFPR,25-Feb-2011,19-May-2011
1410,2011,7810,REG,Supporting and Enhancing Regional Surveillance for ASEAN+3 and the Chiang Mai Initiative Multilateralization,R-CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,140.00",ICFF,12-Apr-2011,20-May-2011
1411,2011,7812,REG,Developing a Disaster Risk Financing Capability,R-PATA,E,C,Finance,Bilateral,Single Donor,"2,000.00",JFPR,24-Nov-2010,23-May-2011
1412,2011,7813,REG,Coastal and Marine Resources Management in the Coral Triangle - Southeast Asia,R-PATA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,"11,218.18",GEF,07-Mar-2011,18-May-2011
1413,2011,7814,IND,Advanced Project Preparedness for Poverty Reduction - Rajasthan Solar Park Capacity Development (Subproject 13),CDTA,E,PS,Energy,Bilateral,Single Donor,500.00,UKG,27-May-2011,11-May-2011
1414,2011,7815,IND,Advanced Project Preparedness for Poverty Reduction - Gujarat Solar Vocational Training and Livelihoods (Subproject 14),CDTA,E,PS,Energy,Bilateral,Single Donor,400.00,UKG,27-May-2011,16-May-2011
1415,2011,7816,NEP,Scaling Up Small Hydro Power Projects,S-PATA,E,PS,Energy,Global Fund,Multidonor,160.00,SCF-SREP,07-Apr-2011,13-May-2011
1416,2011,7817,PRC,Development of Energy Manager Program for Energy Conservation in Shandong,CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,000.00",CEF-CEFPF,07-May-2010,31-May-2011
1417,2011,7822,VIE,Central Mekong Delta Region Connectivity,CDTA,E,PS,Transport and ICT,Bilateral,Single Donor,"26,000.00",AUS,04-May-2011,31-May-2011
1418,2011,7827,REG,"Strengthening Climate Risk and Resilience Capacity of Pacific Developing Member Countries, Phase 1",CDTA,J,PS,Multisector,Global Fund,Multidonor,750.00,SCF-PPCR,15-Oct-2010,22-Jun-2011
1419,2011,7833,REG,Capacity Building for the Efficient Utilization of Biomass for Bioenergy and Food Security in the Greater Mekong Subregion,R-CDTA,E,PS,Multisector,Multilateral,Multidonor,"4,000.00",NDF,03-May-2011,29-Jun-2011
1420,2011,7838,IND,Capacity Building for North Eastern State Roads Sector,CDTA,E,C,Transport and ICT,Bilateral,Single Donor,"1,200.00",JFPR,27-Jun-2011,21-Jul-2011
1421,2011,7842,REG,Enhancing Knowledge on Climate Technology and Financing Mechanisms,R-CDTA,E,C,Multisector,Bilateral,Single Donor,"1,500.00",ACEF,17-Jun-2011,01-Aug-2011
1422,2011,7843,INO,Strengthening Sanitation Planning and Efficiency Improvement,CDTA,E,C,Multisector,Bilateral,Single Donor,"1,000.00",JFPR,14-Jul-2011,05-Aug-2011
1423,2011,7844,MON,Road Sector Capacity Development,CDTA,E,C,Transport and ICT,Bilateral,Single Donor,"2,000.00",JFPR,25-Feb-2011,11-Aug-2011
1424,2011,7845,REG,Regional Program for Research and Capacity Development on Water Security,R-RDTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,500.00,PRC-PR Fund,15-Apr-2011,12-Aug-2011
1425,2011,7846,UZB,Design and Strengthening of the Solar Energy Institute,S-CDTA,E,C,Energy,Bilateral,Single Donor,225.00,SPA,14-Jul-2011,15-Aug-2011
1426,2011,7848,BAN,Climate Change Capacity Building and Knowledge Management,CDTA,J,PS,Multisector,Global Fund,Multidonor,500.00,SCF-PPCR,07-Jun-2011,10-Aug-2011
1427,2011,7849,INO,Water Resources and River Basin Management,CDTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,800.00",JFPR,25-Feb-2011,18-Aug-2011
1428,2011,7851,REG,Support for Implementing the Action Plan for Transport and Trade Facilitation in the Greater Mekong Subregion (Subproject 1),R-PATA,E,PS,Industry and Trade,Bilateral,Single Donor,"2,000.00",AUS,29-Aug-2011,29-Aug-2011
1429,2011,7852,REG,Nineteenth Tax Conference,S-CDTA,E,C,Public Sector Management,Bilateral,Single Donor,200.00,JFPR,30-Aug-2011,05-Sep-2011
1430,2011,7860,PRC,Managing the Water Resources of Boyang Lake,PATA,J,C,Agriculture and Natural Resources,Special Fund,ADB,800.00,CCF,,02-Sep-2011
1431,2011,7864,REG,Financial Regulatory Reforms in Asia,R-RDTA,J,C,Finance,Bilateral,Single Donor,500.00,EAKPF,13-Jul-2011,20-Sep-2011
1432,2011,7864,REG,Financial Regulatory Reforms in Asia,R-RDTA,J,C,Finance,Multi-Donor Trust Fund,Multidonor,300.00,FSDPF,28-Jul-2011,20-Sep-2011
1433,2011,7866,LAO,Renewable Energy Development in Remote Communities,PPTA,E,C,Energy,Bilateral,Single Donor,"1,000.00",JFPR,17-Jun-2011,09-Sep-2011
1434,2011,7867,IND,Advanced Project Preparedness for Poverty Reduction - Capacity Building and Institutional Strengthening for the Assam Urban Infrastructure Investment Program (Subproject 15),CDTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,600.00,UKG,07-Sep-2011,07-Sep-2011
1435,2011,7868,REG,Korea-ADB Conference on Knowledge Sharing and Development Effectiveness in the Asia and Pacific Region,S-CDTA,E,C,Transport and ICT,Bilateral,Single Donor,124.00,EAKPF,31-Aug-2011,21-Sep-2011
1436,2011,7869,PNG,Maritime and Waterways Safety,PPTA,E,C,Transport and ICT,Bilateral,Single Donor,600.00,JFPR,05-Sep-2011,20-Sep-2011
1437,2011,7870,PHI,Strengthening Institutions for an Improved Investment Climate,PATA,E,C,Industry and Trade,Bilateral,Single Donor,"1,000.00",JFPR,31-Mar-2011,26-Sep-2011
1438,2011,7871,INO,Integrated Citarum Water Resources Management Investment Program Periodic Financing Request 2,PPTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,500.00",JFPR,25-Feb-2011,23-Sep-2011
1439,2011,7881,BHU,Developing a Revenue Administration Management Information System,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,13-Jul-2011,06-Oct-2011
1440,2011,7882,MON,Fifth Health Sector Development,PPTA,E,C,Health and Social Protection,Bilateral,Single Donor,700.00,JFPR,05-Sep-2011,07-Oct-2011
