Partner,Year,Approval Numbers CoFin,Proj No,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF,Total,Grants,Loans,Commercial,Total CF
"New Zealand,New Zealand",2014,0416,47314-001,KIR,Strengthening Fiscal Stability Program,PARD,SPSO,11/28/2014,,,,,0,0.9,,,0.9
"New Zealand,New Zealand",2015,0456/0457,46044-003,SAM,Renewable Energy Development and Power Sector RehabilitationﾗAdditional Financing,PARD,PATE,11/20/2015,,,,,0,2.49,,,2.49
"New Zealand,New Zealand",2015,0469,41504,PNG,Town Electrification Investment Program-Tranche 1ﾗAdditional Financing,PARD,PATE,12/09/2015,,,,,0,4.77,,,4.77
NIB,,,,,,,,,0,0,0,0,0,0,48.5,0,48.5
NIB,1980,0505,,PAK,Load Despatch and Transmission,CWRD,,12/22/1980,,,,,0,,7,,7
NIB,1986,0797,,INO,Eighth Port,SERD,,11/18/1986,,,,,0,,14.5,,14.5
NIB,2005,2161,,LAO,Nam Theun 2 Power Company Limited for the GMS Nam Theun 2 Hydroelecric Project,PSOD,PSIF,04/04/2005,,,,,0,,27,,27
Norway,,,,,,,,,0,0,0,0,0,219.94,89.15,0,309.09
Norway,1979,0414,46455-002,,Upper Warangoi Hydropower,PARD,PARD,08/27/1979,,,,,0,,7.75,,7.75
Norway,1980,0505,,PAK,Load Despatch and Transmission,CWRD,,12/22/1980,,,,,0,,3.6,,3.6
Norway,1981,0510,,BAN,Community Schools,SARD,SASS,04/21/1981,,,,,0,,3,,3
Norway,1981,0542,14033,PHI,Rural Electrification,SERD,,11/17/1981,,,,,0,6.55,,,6.55
Norway,1981,0542,14033,PHI,Rural Electrification,SERD,,11/17/1981,,,,,0,5.03,,,5.03
Norway,1982,0605,,MAL,Mini Hydropower (Sector),SERD,,11/25/1982,,,,,0,,2,,2
Norway,1984,0684,,BAN,Second Railway,SARD,,06/26/1984,,,,,0,,17,,17
Norway,1984,0712,,SRI,Plantation Sector,SARD,SAAE,12/04/1984,,,,,0,,5.5,,5.5
Norway,1984,0722,,BHU,Second Multiproject,SARD,,12/13/1984,,,,,0,,1,,1
Norway,1986,0808,,BHU,Highland Livestock Development,SARD,SAAE,12/02/1986,,,,,0,,3.36,,3.36
Norway,1989,0977,21124,PAK,Primary Education (Girls) Sector,CWRD,,10/26/1989,,,,,0,4.5,,,4.5
Norway,1990,1063,,LAO,Xeset Hydropower (Supplementary),SERD,,12/11/1990,,,,,0,,1,,1
Norway,1990,1067,,BAN,Rural Women Employment Creation,SARD,SAID,11/01/1990,,,,,0,0.85,,,0.85
Norway,1991,1103,,LAO,Education Quality Improvement,SERD,,09/26/1991,,,,,0,2,,,2
Norway,1991,1137/1633(L)/1842(L),24250,PHI,Second NGO Microcredit,SERD,,11/28/1991,,,,,0,3,,,3
Norway,1991,1141,,NEP,Primary Education Development,SARD,,12/05/1991,,,,,0,,1.4,,1.4
Norway,1993,1254,,PHI,Nonformal Education,SERD,,09/30/1993,,,,,0,1.6,,,1.6
Norway,1993,1266,26366,LAO,Airports Improvement,SERD,SEID,11/18/1993,,,,,0,,1,,1
Norway,1994,1213/2232(L),26041,BAN,Rural Poor Cooperative,SARD,,03/11/1994,,,,,0,1.31,,,1.31
Norway,1994,1300/2194(L),,MON,Telecommunications,EARD,EATC,06/16/1994,,,,,0,2,,,2
Norway,1994,1300/2194(L),,MON,Telecommunications,EARD,EATC,06/16/1994,,,,,0,3,,,3
Norway,1994,1327/2277(L),,INO,Microcredit,SERD,SEAE,10/25/1994,,,,,0,1,,,1
Norway,1994,1329,,LAO,Theun-Hinboun Hydropower,SERD,,11/08/1994,,,,,0,,7.25,,7.25
Norway,1996,1430,,NEP,Himal Power,PSOD,PSOD,01/23/1996,,,,,0,,8.3,,8.3
Norway,1996,1468,27400,CAM,Phnom Penh Water Supply and Drainage,SERD,SESS,09/26/1996,,,,,0,4.62,,,4.62
Norway,1997,1525,,LAO,Secondary Towns Urban Development,SERD,SESS,06/26/1997,,,,,0,4.07,,,4.07
Norway,1997,1575,,SRI,Third Water Supply and Sanitation Sector,SARD,SASS,11/01/1997,,,,,0,7.27,,,7.27
Norway,1998,1603,,BAN,Grameenphone Telecommunications,PSOD,PSOD,11/01/1998,,,,,0,,11,,11
Norway,1999,1702,,VIE,Ho Chi Minh City Environmental Improvement,SERD,,10/07/1999,,,,,0,1.8,,,1.8
Norway,2000,1558,,LAO,Power Transmission and Distribution,SERD,,01/03/2000,,,,,0,,5.99,,5.99
Norway,2001,1880,28315,VIE,Third Provincial Towns Water Supply & Sanitation,SERD,SESS,12/13/2001,,,,,0,1.05,,,1.05
Norway,2003,2015/4209(L),30216,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,,,,,0,40,,,40
Norway,2004,2078,,BAN,Grameen Phone Telecommunications Expansion,PSOD,PSIF,01/26/2004,,,,,0,,10,,10
Norway,2005,0016/8219,,LAO,Northern and Central Regions Water Supply and Sanitation Sector,SERD,SESS,08/25/2005,,,,,0,1.7,,,1.7
Norway,2005,2188-2189/G0019,35242,BAN,Gas Transmission and Development,SARD,SAEN,10/27/2005,,,,,0,5,,,5
Norway,2006,2043/2044/0062,37245,SRI,Conflict Affected Areas Rehabilitation,SARD,SLRM,10/09/2006,,,,,0,8.6,,,8.6
Norway,2007,2168/7/13/75/0193,36601-013,SRI,North East Community Restoration and Development II (Supplementary),SARD,,02/05/2007,,,,,0,1,,,1
Norway,2008,0118/0206,,NEP,Governance Support Program Cluster (Subprogram 1),SARD,SAGF,10/22/2008,,,,,0,6.6,,,6.6
Norway,2011,2808/G0270/G0271,41155,NEP,Electricity Transmission Expansion and Supply Improvement,SARD,SAEN,11/15/2011,,,,,0,25,,,25
Norway,2011,G0272/0289,35174-082,NEP,School Sector Program,SARD,NRM,11/22/2011,,,,,0,22.4,,,22.4
Norway,2014,3139/0397/0398,44219-014,NEP,South Asia  Subregional Economic Cooperation Power System Expansion,SARD,SAEN,07/04/2014,,,,,0,60,,,60
OFID,,,,,,,,,0,0,0,0,0,0,1016.53,0,1016.53
OFID,1972,0118/8002,,SRI,Bowatenna Power,SARD,SAID,12/19/1972,,,,,0,,3.15,,3.15
OFID,1973,0127,06006,AFG,Helmand Valley Development Road,CWRD,,04/18/1973,,,,,0,,3.55,,3.55
OFID,1973,0162/8001,,MYA,Rangoon Water Supply,SERD,SESS,12/11/1973,,,,,0,,1.28,,1.28
OFID,1973,0171-0172,,PAK,Multan Fertilizer,CWRD,,12/19/1973,,,,,0,,11,,11
OFID,1977,0056/8003,35297,PHI,Cotabato-General Santos Road,SERD,,08/03/1977,,,,,0,,8.25,,8.25
OFID,1977,0332/8010,,PAK,Tarbela Hydropower (Supplementary & Extension),CWRD,SAEN,12/15/1977,,,,,0,,13,,13
OFID,1977,0334/8009,,NEP,Sagarnath Forestry Development,SARD,SAAE,12/20/1977,,,,,0,,3,,3
OFID,1978,0048/8008,,VIE,Fisheries Development,SERD,SEER,04/26/1978,,,,,0,,7,,7
OFID,1978,0349,,MYA,Pyinmana Integrated Sugar,SERD,SEFN,08/22/1978,,,,,0,,6.5,,6.5
OFID,1978,0371,13016,PHI,Laguna de Bay Fish Pen Development,SERD,SEAE,12/01/1978,,,,,0,,4.5,,4.5
OFID,1978,0388,18194,NEP,Second Tribhuvan International Airport,SARD,,12/22/1978,,,,,0,,5,,5
OFID,1978,0390-0391,,PAK,Pipri Thermal Generation,CWRD,,12/22/1978,,,,,0,,15.7,,15.7
OFID,1979,0395,,MYA,Sedawgyi Hydropower,SERD,SEID,04/24/1979,,,,,0,,2,,2
OFID,1979,0396,,BAN,Ashuganj Fertilizer (Supplementary),SARD,BRM,04/26/1979,,,,,0,,10,,10
OFID,1979,0406,,PHI,Bukidnon Irrigation,SERD,,07/26/1979,,,,,0,,3.5,,3.5
OFID,1979,0436,,SRI,Rural Electrification,SARD,SAID,12/10/1979,,,,,0,,6,,6
OFID,1979,0440,,THA,Mae Moh (Unit 4) Power,SERD,SEID,12/14/1979,,,,,0,,7,,7
OFID,1979,0447,46495-002,NEP,Third Power,SARD,,12/21/1979,,,,,0,,1.3,,1.3
OFID,1980,0456,13007,MYA,Outports,SERD,,06/10/1980,,,,,0,,6.32,,6.32
OFID,1980,0466,13016,PHI,Second Laguna de Bay Irrigation,SERD,,09/25/1980,,,,,0,,7.5,,7.5
OFID,1980,0472,13022,SRI,Third Tea Development,SARD,AWAR,10/07/1980,,,,,0,,5,,5
OFID,1981,0512,14004,NEP,Mini Hydropower,SARD,SAID,04/21/1981,,,,,0,,4,,4
OFID,1981,0513,,MLD,Inter-Island Transport,SARD,,08/18/1981,,,,,0,,0.88,,0.88
OFID,1981,0542,14033,PHI,Rural Electrification,SERD,,11/17/1981,,,,,0,,20,,20
OFID,1981,0549,,MYA,Crop Intensification Program,SERD,SEAE,11/25/1981,,,,,0,,15,,15
OFID,1981,0551,,PNG,Technical Education,PARD,,11/26/1981,,,,,0,,4,,4
OFID,1982,0578,16031,PAK,Pipri II Thermal Generation (Supplementary),CWRD,,07/29/1982,,,,,0,,5.5,,5.5
OFID,1982,0584,15010,MYA,Mandalay Water Supply,SERD,SESS,09/30/1982,,,,,0,,7,,7
OFID,1982,0587,15076,BAN,Ashuganj Thermal Power Generation,SARD,,10/21/1982,,,,,0,,30,,30
OFID,1982,0601,15037,PAK,Tarbela Hydropower Extension (Units 9 and 10),CWRD,,11/23/1982,,,,,0,,32,,32
OFID,1984,0700,17055,PAK,Left Bank Outfall Drain (Stage I),CWRD,SAAE,10/25/1984,,,,,0,,10,,10
OFID,1984,0704,16046,SOL,Guadalcanal Road Improvement,PARD,,11/06/1984,,,,,0,,1.5,,1.5
OFID,1985,0752,18155,SAM,Multiproject Loan,PARD,,11/19/1985,,,,,0,,1.7,,1.7
OFID,1985,0759,17032,PAK,Science Education for Secondary Schools Sector,CWRD,,11/28/1985,,,,,0,,5,,5
OFID,1986,0787,16148,THA,Brackishwater Shrimp Culture Development,SERD,SEAE,09/11/1986,,,,,0,,4,,4
OFID,1986,0806,16156,NEP,Road Improvement,SARD,,12/02/1986,,,,,0,,4,,4
OFID,1988,0884,15073,PHI,Agricultural Technology Education,SERD,,03/08/1988,,,,,0,,6.5,,6.5
OFID,1988,0902,20221,PAK,Small-Scale Industry,CWRD,,09/22/1988,,,,,0,,8,,8
OFID,1988,0911,20069,MLD,Male Port Development,SARD,,10/20/1988,,,,,0,,2,,2
OFID,1989,0974,16142,NEP,Technical Education and Vocational Training Development,SARD,,09/28/1989,,,,,0,,2.5,,2.5
OFID,1993,1266,26366,LAO,Airports Improvement,SERD,SEID,11/18/1993,,,,,0,,8,,8
OFID,1993,1288,27231,PHI,Power Transmission,SERD,SEID,12/14/1993,,,,,0,,6,,6
OFID,1996,1454,27180,PAK,Second Girls Primary School Sector,CWRD,,08/15/1996,,,,,0,,16,,16
OFID,1996,1468,27400,CAM,Phnom Penh Water Supply and Drainage,SERD,SESS,09/26/1996,,,,,0,,4,,4
OFID,1996,1473,23233,PHI,Sixth Road,SERD,,09/30/1996,,,,,0,,10,,10
OFID,1996,1488,28103,LAO,Community-Managed Irrigation Sector,SERD,SEAE,11/21/1996,,,,,0,,4,,4
OFID,1997,1512,27125,NEP,Tribhuvan International Airport Improvement,SARD,,01/23/1997,,,,,0,,11,,11
OFID,1997,1533,27511,LAO,Xieng Khuoang Road Improvement,SERD,SERD,09/09/1997,,,,,0,,4.38,,4.38
OFID,1997,1535,27038,SRI,Science and Technology Personnel Development,SARD,,09/11/1997,,,,,0,,6.5,,6.5
OFID,1997,1555,28441,KGZ,Education Sector Development Project,CWRD,,09/29/1997,,,,,0,,5,,5
OFID,1997,1561,26451,BAN,Jamuna Bridge Railway Link,SARD,SATC,10/02/1997,,,,,0,,15,,15
OFID,1998,1645,29660,KGZ,Social Services Delivery & Finance,CWRD,CWRD,11/27/1998,,,,,0,,3.58,,3.58
OFID,1999,1697/3398(L),28338,CAM,Primary Roads Restoration,SERD,SETC,09/21/1999,,,,,0,,6,,6
OFID,1999,1707,31283,SRI,Skills Development,SARD,SASS,10/28/1999,,,,,0,,7.43,,7.43
OFID,1999,1708,30022,BAN,Southwest Road Network Development,SARD,,11/16/1999,,,,,0,,15,,15
OFID,1999,1732/8199,29471,NEP,"Rural Electrification, Distribution and Transmission",SARD,,12/21/1999,,,,,0,,10,,10
OFID,2000,1750,23229,PHI,Technical Education and Skills Development,SERD,,08/24/2000,,,,,0,,7,,7
OFID,2000,1773,30506,UZB,Railways Modernization,CWRD,,10/31/2000,,,,,0,,5,,5
OFID,2000,1795,30255,LAO,Rural Access Roads,SERD,SEID,12/07/2000,,,,,0,,5,,5
OFID,2000,1819,32514,TAJ,Road Rehabilitation,CWRD,CWID,12/20/2000,,,,,0,,4,,4
OFID,2000,1820/8235,31624,NEP,Melamchi Water Supply,SARD,SASS,12/21/2000,,,,,0,,14,,14
OFID,2001,1846/3742(L),34442,SRI,North East Community Restoration and Development,SARD,SAOC,10/16/2001,,,,,0,,4,,4
OFID,2001,1849,31282,SRI,Southern Province Rural Economic Advancement,SARD,AWAR,10/26/2001,,,,,0,,5,,5
OFID,2001,1892/1893/8202,32058,PAK,Road Sector Development Program,CWRD,,12/19/2001,,,,,0,,15,,15
OFID,2002,1920/8204,32223,BAN,Road Network Improvement and Maintenance,SARD,IWTC,10/10/2002,,,,,0,,10,,10
OFID,2002,1945,30240,CAM,GMS: Cambodia Road Improvement,SERD,SEID,11/26/2002,,,,,0,,10,,10
OFID,2002,1986/8206,31280,SRI,Road Sector Development,SARD,SAID,12/19/2002,,,,,0,,8.5,,8.5
OFID,2003,2062,34569,TAJ,Dushanbe-Kyrgyz Border Road Rehabilitaion (Phase I),CWRD,,12/18/2003,,,,,0,,6,,6
OFID,2004,2079/8211,34121,PNG,Community Water Transport,PARD,PAHQ,03/25/2004,,,,,0,,4,,4
OFID,2004,2085/8217,30271,LAO,Roads for Rural Development,SERD,SEID,06/28/2004,,,,,0,,6,,6
OFID,2004,2102,33209,NEP,Community-Managed Irrigated Agriculture Sector,SARD,SAAE,11/17/2004,,,,,0,,7,,7
OFID,2004,2117/8220,26427,BAN,Secondary Towns Integrated Flood Protection Phase 2,SARD,SASS,12/02/2004,,,,,0,,15,,15
OFID,2005,0016/8219,,LAO,Northern and Central Regions Water Supply and Sanitation Sector,SERD,SESS,08/25/2005,,,,,0,,9,,9
OFID,2006,0051/8231,,NEP,Road Connectivity Sector I,SARD,,08/10/2006,,,,,0,,10,,10
OFID,2006,2265/8225,36297,BAN,Secondary Towns Water Supply and Sanitation Sector,SARD,SAUD,10/16/2006,,,,,0,,9,,9
OFID,2006,2288/2602/0187,37269-023,CAM,Greater Mekong Subregion: Rehabilitation of the Railway in Cambodia,SERD,SEID,12/13/2006,,,,,0,,13,,13
OFID,2006,2303/8230,40043,TAJ,Regional Power Transmission Interconnection,CWRD,CWID,12/19/2006,,,,,0,,8.5,,8.5
OFID,2007,0082/8241,,LAO,Northern GMS Transport Network Improvement,SERD,,09/27/2007,,,,,0,,11,,11
OFID,2007,0093/8234,,NEP,Rural Reconstruction and Rehabilitation Sector Development Program,SARD,,12/12/2007,,,,,0,,10,,10
OFID,2007,2196/0023,38236,TAJ,Dushanbe-Kyrgyz Border Road Rehabilitation Phase II,CWRD,,12/04/2007,,,,,0,,3.5,,3.5
OFID,2007,2398-2399/0102,,PNG,Lae Port Development,PARD,PAHQ,12/18/2007,,,,,0,,6,,6
OFID,2008,2406/0104,41123,CAM,Road Asset Management,SERD,SEID,01/21/2008,,,,,0,,7,,7
OFID,2008,2409/0110/0146/8233/8239,41657,BAN,Emergency Disaster Damage Rehabilitation (Sector),SARD,BRM,01/31/2008,,,,,0,,20,,20
OFID,2008,2444,38411-01,IND,Orissa Integrated Irrigated Agriculture and Water Management Investment Program - Tranche 1,SARD,SANS,09/18/2008,,,,,0,,30,,30
OFID,2008,2465,37749,PHI,Agrarian Reform Communities Project II,SERD,SEAE,10/27/2008,,,,,0,,30,,30
OFID,2009,2579/0179/8247,39399,NEP,South Asia Tourism Infrastructure Development - Nepal,SARD,SAUD,11/16/2009,,,,,0,,15,,15
OFID,2010,0234/8255,,LAO,Second Northern Greater Mekong Subregion Transport Network Improvement,SERD,,11/25/2010,,,,,0,,12,,12
OFID,2010,2650/8249,36188,NEP,Secondary Towns Integrated Urban Environment Improvement,SARD,,07/06/2010,,,,,0,,17,,17
OFID,2010,2672/2673/0220/8253,38558,CAM,Water Resources Management Sector Development Program (Project Loan),SERD,SEAE,09/23/2010,,,,,0,,12,,12
OFID,2011,2217/2767/8252,38357-013,SRI,National Highways Sector,SARD,SATC,08/05/2011,,,,,0,,8,,8
OFID,2011,2785/0259/8274,41509,PNG,Rural Primary Health Services Delivery,PARD,PAUS,09/30/2011,,,,,0,,9,,9
OFID,2011,2796/0267/8257,38426-023,NEP,Decentralized Rural Infrastructure and Livelihood (Additional Financing),SARD,SAER,10/31/2011,,,,,0,,20,,20
OFID,2011,2836/8267,41076,PHI,Road Improvement and Institutional Development,SERD,SETC,12/15/2011,,,,,0,,30,,30
OFID,2012,0301/8259,45432-002,TAJ,Central Asia Regional Economic Cooperation Corridor 6 (Ayni-Uzbekistan Border Road) Improvement,CWRD,CWTC,09/11/2012,,,,,0,,14,,14
OFID,2012,2949/8263,40540-014,BAN,South Asia Subregional Economic Cooperation Road Connectivity,SARD,SATC,11/22/2012,,,,,0,,30,,30
OFID,2012,2979/8264/0468,42361-014,CAM,Medium-Voltage Sub-Transmission Expansion Sector,SERD,SEEN,12/14/2012,,,,,0,,10,,10
OFID,2013,3000/0342/8269,43524-014,NEP,Kathmandu Valley Wastewater Management,SARD,SAUW,04/26/2013,,,,,0,,16,,16
OFID,2014,3124/8288,33209-014,NEP,Community-Managed Irrigated Agriculture Sector ﾖ Additional Financing,SARD,SAER,11/25/2014,,,,,0,,30,,30
OFID,2014,3142/8285,39295-013,BAN,Third Urban Governance and Infrastructure Improvement (Sector),SARD,SAUW,07/17/2014,,,,,0,,40,,40
OFID,2014,3157/0405/8304,35173-013,NEP,Third Small Towns Water Supply and Sanitation Sector,SARD,SAUW,09/19/2014,,,,,0,,20,,20
OFID,2015,3250/0471/8303,45041-002,LAO,Vientiane Sustainable Urban Transport,SERD,SETC,03/10/2015,,,,,0,,15,,15
Phu Bia Mining Limited,,,,,,,,,0,0,0,0,0,6,0,0,6
Phu Bia Mining Limited,2013,3041/0363,45301-002,LAO,Water Supply and Sanitation Sector,SERD,SEUW,10/09/2013,,,,,0,6,,,6
PRIF,,,,,,,,,0,0,0,0,0,12.79,0,0,12.79
PRIF,2010,2718,44281-013,KIR,Road Rehabilitation,PARD,SPSO,12/10/2010,,,,,0,4.61,,,4.61
PRIF,2011,2718,44281-013,,Road Rehabilitation,PARD,SPSO,03/01/2011,,,,,0,1.18,,,1.18
PriF,2015,2718,44281-013,KIR,Road Rehabilitation (Supplementary),PARD,SPSO,06/23/2015,,,,,0,7,,,7
P.R.C.,,,,,,,,,0,0,0,0,0,3.2,429.69,0,432.89
P.R.C.,2002,1989,,LAO,GMS: Northern Economic Corridor,SERD,SEID,12/20/2002,,,,,0,,30,,30
P.R.C.,2004,2087,35377-01,MON,Regional Road Development,EARD,EATC,07/22/2004,,,,,0,3.2,,,3.2
P.R.C.,2009,2505/7291,,PRC,Small Hydropower Development,PSOD,PSIF2,01/13/2009,,,,,0,,14.6,,14.6
P.R.C.,2012,2962,43031-013,PRC,Hunan Xiangjiang Inland Waterway Transport,EARD,EATC,12/07/2012,,,,,0,,65.4,,65.4
P.R.C.,2013,3075,46058-002,PRC,Qinghai Delingha Concentrated Solar Thermal Power,EARD,EAEN,12/02/2013,,,,,0,,75.58,,75.58
P.R.C.,2015,3308,47051-002,PRC,Chemical Industry Energy Efficiency and Emission Reduction,EARD,EAOD,10/30/2015,,,,,0,,81.73,,81.73
"P.R.C.,SpDB",2014,3218,47052-002,PRC,Low-Carbon District Heating Project in Hohhot in Inner Mongolia Autonomous Region,EARD,EAEN,12/09/2014,,,,,0,,162.38,,162.38
Saudi Arabia,,,,,,,,,0,0,0,0,0,0,524.7,0,524.7
Saudi Arabia,1975,0252-0253,,PAK,Mirpur Mathelo Fertilizer,CWRD,,12/18/1975,,,,,0,,80,,80
Saudi Arabia,1976,0277,,INO,Second Road,SERD,,10/28/1976,,,,,0,,50,,50
Saudi Arabia,1978,0390-0391,,PAK,Pipri Thermal Generation,CWRD,,12/22/1978,,,,,0,,92,,92
Saudi Arabia,1979,0440,,THA,Mae Moh (Unit 4) Power,SERD,SEID,12/14/1979,,,,,0,,32.2,,32.2
Saudi Arabia,1981,0516,,PAK,Pipri II Thermal Generation,CWRD,,06/23/1981,,,,,0,,46,,46
Saudi Arabia,1981,0541,,BAN,Chittagong Urea Fertilizer,SARD,BRM,11/01/1981,,,,,0,,85,,85
Saudi Arabia,1984,0685,,INO,Arakundo-Jambu Aye Irrigation & Flood Control,SERD,,07/05/1984,,,,,0,,26.5,,26.5
Saudi Arabia,1984,0688,,INO,Seventh Port (Surabaya Phase II),SERD,,08/28/1984,,,,,0,,20,,20
Saudi Arabia,1984,0689,,MAL,Third Penang Port Expansion,SERD,,08/28/1984,,,,,0,,30,,30
Saudi Arabia,1984,0700,17055,PAK,Left Bank Outfall Drain (Stage I),CWRD,SAAE,10/25/1984,,,,,0,,52,,52
Saudi Arabia,2005,2205-2206,35457,AZE,East-West Highway Improvement,CWRD,CWTC,12/08/2005,,,,,0,,11,,11
SCF-PPCR,,,,,,,,,0,0,0,0,0,152.09,91,0,243.09
SCF-PPCR,2011,2839/G0278/8254,43309,CAM,Provincial Roads Improvement,SERD,SETC,12/16/2011,,,,,0,7,,,7
SCF-PPCR,2011,2839/G0278/8254,43309-013,CAM,Provincial Roads Improvement,SERD,SETC,12/16/2011,,,,,0,,10,,10
SCF-PPCR,2012,2913/0310/8258,45084-002,BAN,Coastal Climate-Resilient Infrastructure,SARD,SAER,09/28/2012,,,,,0,,20,,20
SCF-PPCR,2012,2913/0310/8258,45084-002,BAN,Coastal Climate-Resilient Infrastructure,SARD,SAER,09/28/2012,,,,,0,10,,,10
SCF-PPCR,2012,2970/0330/8262,40190-013,CAM,Greater Mekong Subregion Flood and Drought Risk Management and Mitigation,SERD,SEER,12/12/2012,,,,,0,5.8,,,5.8
SCF-PPCR,2012,2970/0330/8262,40190-013,CAM,Greater Mekong Subregion Flood and Drought Risk Management and Mitigation,SERD,SEER,12/12/2012,,,,,0,,4,,4
SCF-PPCR,2012,2983/0334/0335/8265,43319-033,CAM,Greater Mekong Subregion Southern Economic Corridor Towns Development,SERD,SEUW,12/10/2012,,,,,0,,5,,5
SCF-PPCR,2012,2983/0334/0335/8265,43319-033,CAM,Greater Mekong Subregion Southern Economic Corridor Towns Development,SERD,SEUW,12/10/2012,,,,,0,4.4,,,4.4
SCF-PPCR,2013,0352,45354-002,TAJ,Building Climate Resilience in the Pyanj River Basin,CWRD,CWER,07/25/2013,,,,,0,21.55,,,21.55
SCF-PPCR,2013,0357/0358,44214-024,NEP,Building Climate Resilience of Watersheds in Mountain Eco-Regions,SARD,SAER,09/23/2013,,,,,0,23.54,,,23.54
SCF-PPCR,2013,0378,46351-002,TON,Climate Resilience Sector,PARD,SPSO,12/09/2013,,,,,0,19.25,,,19.25
SCF-PPCR,2013,3006/3007/0349/0350/8271,44321-013,CAM,Climate-Resilient Rice Commercialization Sector Development Program,SERD,SEER,06/27/2013,,,,,0,,5,,5
SCF-PPCR,2013,3006/3007/0349/0350/8271,44321-013,CAM,Climate-Resilient Rice Commercialization Sector Development Program,SERD,SEER,06/27/2013,,,,,0,4.5,,,4.5
SCF-PPCR,2014,3133/0394/0395/8284,44212-013,BAN,Coastal Towns Environmental Infrastructure,SARD,SAUW,06/27/2014,,,,,0,,30,,30
SCF-PPCR,2014,3133/0394/0395/8284,44212-013,BAN,Coastal Towns Environmental Infrastructure,SARD,SAUW,06/27/2014,,,,,0,10.4,,,10.4
SCF-PPCR,2014,3158/8287,48901-014,REG,Spice Value Chain Development Project,PSOD,PSIF1,09/04/2014,,,,,0,,5,,5
SCF-PPCR,2015,0426,40253-033,CAM,Greater Mekong Subregion Biodiversity Conservation CorridorsﾗAdditional Financing,SERD,SEER,03/13/2015,,,,,0,7.4,,,7.4
SCF-PPCR,2015,0447,46495-002,PNG,Building Climate Resilience to Climate Change in Papua New Guinea,PARD,PATE,10/21/2015,,,,,0,24.25,,,24.25
SCF-PPCR,2015,3151/401-2/466-7/8299-300,42334-014,CAM,Rural Roads Improvement IIﾗAdditional Financing,SERD,SETC,12/08/2015,,,,,0,,7,,7
SCF-PPCR,2015,3151/401-2/466-7/8299-300,42334-014,CAM,Rural Roads Improvement IIﾗAdditional Financing,SERD,SETC,12/08/2015,,,,,0,9,,,9
SCF-PPCR,2015,3311/0454/8295,42285-013,CAM,Integrated Urban Environmental Management in the Tonle Sap Basin,SERD,SEUW,11/10/2015,,,,,0,,5,,5
SCF-PPCR,2015,3311/0454/8295,42285-013,CAM,Integrated Urban Environmental Management in the Tonle Sap Basin,SERD,SEUW,11/10/2015,,,,,0,5,,,5
SCF-SREP,,,,,,,,,0,0,0,0,0,23.2,0,0,23.2
SCF-SREP,2014,0409/0410/0429,46122-003,MLD,Preparing Outer Islands for Sustainable Energy Development,SARD,SAEN,09/29/2014,,,,,0,12,,,12
SCF-SREP,2014,3139/0397/0398,44219-014,NEP,South Asia  Subregional Economic Cooperation Power System Expansion,SARD,SAEN,07/04/2014,,,,,0,11.2,,,11.2
Singapore,,,,,,,,,0,0,0,0,0,0,1.7,0,1.7
Singapore,1987,0875,,PHI,Second Manila Port,SERD,,12/15/1987,,,,,0,,1.7,,1.7
Spain,,,,,,,,,0,0,0,0,0,14.55,6.96,0,21.51
Spain,1997,1561,26451,BAN,Jamuna Bridge Railway Link,SARD,SATC,10/02/1997,,,,,0,,6.96,,6.96
Spain,1998,1599,,PHI,Subic Bay Area Municipal Development,SERD,,03/02/1998,,,,,0,1,,,1
Spain,2005,2194,,VIE,Support to Implementation on Poverty Reduction Program II,SERD,VRM,11/03/2005,,,,,0,2.4,,,2.4
Spain,2006,2262,,VIE,Support the Implementation of Poverty Reduction Program III,SERD,VRM,10/05/2006,,,,,0,3.8,,,3.8
Spain,2007,2352,,VIE,Support the Implementation of Poverty Reduction Program IV,SERD,VRM,10/02/2007,,,,,0,7,,,7
Spain,2008,2474/0128,38301,PRC,Dryland Sustainable Agriculture,EARD,,11/25/2008,,,,,0,0.35,,,0.35
SpDB,,,,,,,,,0,0,0,0,0,0,162.38,0,162.38
"P.R.C.,SpDB",2014,3218,47052-002,PRC,Low-Carbon District Heating Project in Hohhot in Inner Mongolia Autonomous Region,EARD,EAEN,12/09/2014,,,,,0,,162.38,,162.38
Sri Lanka,,,,,,,,,0,0,0,0,0,0,1.6,0,1.6
Sri Lanka,2002,1910-1911,,SRI,Aquatic Resources Development and Quality Improvement,SARD,SAAE,09/05/2002,,,,,0,,1.6,,1.6
Sweden,,,,,,,,,0,0,0,0,0,156.15,42.1,0,198.25
Sweden,1980,0505,,PAK,Load Despatch and Transmission,CWRD,,12/22/1980,,,,,0,,4.3,,4.3
Sweden,1982,0585,,SRI,Technical Education,SARD,,09/30/1982,,,,,0,,2.93,,2.93
Sweden,1987,0846,,LAO,Xeset Hydropower,SERD,,10/27/1987,,,,,0,,17.04,,17.04
Sweden,1990,1063,,LAO,Xeset Hydropower (Supplementary),SERD,,12/11/1990,,,,,0,,6.23,,6.23
Sweden,1992,1199,,CAM,Special Rehabilitation Assistance,SERD,,11/26/1992,,,,,0,3.2,,,3.2
