Year,TA No,DMC,Project Name,Type of TA,Type of Cofg,Type of Agreement,Sector,Source Type,Donor Type,Coft Amt,Source,Cofr Approval,ADB Approval
2004,6016,REG,Clean Air Initiatives for Asian Cities ,RETA,J,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,434.00,SWE,,12-Apr-2004
2004,6016,REG,Clean Air Initiatives for Asian Cities ,RETA,J,PS,Water and Other Municipal Infrastructure and Services,Private Sector,Multidonor,32.50,Private Sector,,12-Apr-2004
2004,6056,REG,GMS Phnom Penh Plan for Development Management,RETA,E,PS,Public Sector Management,Bilateral,Single Donor,350.00,NZL,,22-Mar-2004
2004,6077,REG,Road Safety in the Association of Southeast Asian Nations ,RETA,E,PS,Transport and ICT,Private Sector,Multidonor,118.00,Private Sector,,08-Jun-2004
2004,6077,REG,Road Safety in the Association of Southeast Asian Nations ,RETA,J,PS,Transport and ICT,Bilateral,Single Donor,304.00,SWE,,22-Mar-2004
2004,6088,REG,Strengthening and Collection of Purchasing Power Parity Data in Selected DMCs,RETA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,800.00,PRF,,14-Oct-2004
2004,6108,REG,Emergency Reg. Support to Address the Outbreak of SARS (Supp),RETA,E,PS,Health and Social Protection,Bilateral,Single Donor,500.00,ICDF-Taiwan,,14-Jun-2004
2004,6109,REG,NGO Partnership for Poverty Reduction,RETA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,500.00,PRF,31-Dec-2004,21-Jun-2004
2004,6127,REG,ASEAN +3 Regional Guarantees Mechanism,RETA,J,PS,Finance,Bilateral,Single Donor,100.00,KSD,04-Nov-2004,17-Dec-2004
2004,6144,REG,Better Air Quality Management in Asia ,RETA,E,PS,Water and Other Municipal Infrastructure and Services,Private Sector,Multidonor,245.00,Private Sector,,19-Nov-2004
2004,6167,REG,Study on Cooperation Opportunities between ADB and Mekong River Commission,RETA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,45.00,SWE,,13-Feb-2004
2004,6170,REG,Pilot Project on Institutionalizing Civil Society Participation to Create Local Pro-Poor Budgets,RETA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,400.00,PRF,,06-Apr-2004
2004,6171,REG,Reviewing the Poverty Impact of Regional EconomicIntegration in the GMS,RETA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,750.00,NPRS,,06-May-2004
2004,6175,REG,Making Resource Allocation Pro-Poor and Participatory in the Pacific,RETA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,500.00,PRF,,16-Jun-2004
2004,6176,REG,Building Capacity for Participatory Approaches to Poverty Reductionin ADB Operations,RETA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,300.00,NPRS,,14-Jul-2004
2004,6176,REG,Building Capacity for Participatory Approaches to Poverty Reductionin ADB Operations,RETA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,300.00,PRF,,14-Jul-2004
2004,6177,REG,Mainstreaming Gender into Poverty Reduction Strategies in Four Central Asia Republics,RETA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,350.00,NPRS,,14-Jul-2004
2004,6182,REG,Development of International Prudential Standards for Islamic Financial Services,RETA,J,PS,Finance,Multilateral,Multidonor,200.00,IFSB,,27-Jul-2004
2004,6188,REG,Establishing Legal Identity for Social Inclusion,RETA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,575.00,PRF,,30-Sep-2004
2004,6190,REG,Preventing the Trafficking of Women and Children and PromotingSafe Migration in the GMS,RETA,E,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,700.00,PRF,,04-Oct-2004
2004,6219,REG,Promoting Effective Water Management Policies and Practices -Phase 4,RETA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,"5,600.00",CFWS,,20-Dec-2004
2004,6224,REG,Pilot Testing Participatory Assessment Methodologies for Sustainableand Equitable Water Supply and Sanitation Services,RETA,E,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,550.00,PRF,,23-Dec-2004
2005,3125,NAU,Capacity Building for Financial & Economic Mgt.,ADTA,J,C,Finance,Bilateral,Single Donor,102.81,AUS,,02-Sep-2005
2005,3528,VIE,Capacity Bldg. for Water Resources Mgt. (TA Cluster),ADTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,500.00,DEN,,20-Apr-2005
2005,4013,IND,Institutional Strengthening & Capacity Building for Madhya Pradesh Road Sector ,ADTA,E,C,Transport and ICT,Bilateral,Single Donor,600.00,UKG,,29-Apr-2005
2005,4183,PAK,Punjab Devolved Social Services Sector Devt. Program (Supplementary),PPTA,J,PS,Multisector,Bilateral,Single Donor,115.00,UKG,,20-Jul-2005
2005,4183,PAK,Punjab Devolved Social Services Sector Devt. Program,PPTA,J,PS,Multisector,Bilateral,Single Donor,225.00,UKG,,21-Jan-2005
2005,4283,CAM,Participatory Poverty Assessment of the Tonle Sap ,ADTA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,100.00,PRF,,13-Sep-2005
2005,4327,PRC,Flood Management Strategy Supply,ADTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,49.60,CFWS,,28-Sep-2005
2005,4331,VIE,Support for Pro-Poor Health Policies,ADTA,E,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,50.00,PRF,,31-Oct-2005
2005,4391,INO,Basic Education Sector Capacity Support Program (Supplementary),PATA,J,PS,Education,Multilateral,Multidonor,"6,030.00",EC,,19-Oct-2005
2005,4434,LAO,"Poverty Reduction through Land Tenure Consolidation, ParticipatoryNatural Resources Mgt and Local Communities Skills Building",ADTA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,124.30,PRF,,02-Mar-2005
2005,4546,TAJ,Improving Aid Coordination and Portfolio Mgt,ADTA,J,PS,Public Sector Management,Bilateral,Single Donor,650.00,UKG,,22-Sep-2005
2005,4562,BAN,Early Warning Systems Study,ADTA,E,PS,Transport and ICT,Bilateral,Single Donor,250.00,NET,,20-Jan-2005
2005,4564,THA,Preparing a Development for the Tsunami Affected Andaman Region,ADTA,E,C,Multisector,Special Fund,ADB,150.00,ATF,,09-Feb-2005
2005,4566,PRC,Poverty Reduction in Coal Mine Areas in Shanxi Province,ADTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,500.00,PRF,,15-Feb-2005
2005,4567,SRI,Sri Lanka Post-Tsunami Needs Assessment Prep for Emergency AssistanceImplementation Strategies,PPTA,E,C,Multisector,Multi-Donor Trust Fund,Multidonor,500.00,PRF,,18-Feb-2005
2005,4568,BAN,SSTA for Urban Primary Health Care Proj Bridging Support,ADTA,E,PS,Health and Social Protection,Bilateral,Single Donor,150.00,UKG,,25-Feb-2005
2005,4569,IND,Devt. of an Agency to Facilitate Issuance of Residential Mortgage Backed Securities,ADTA,E,C,Finance,Bilateral,Single Donor,250.00,Swiss Cooperation Fund for Consulting Services,,25-Feb-2005
2005,4573,IND,Water Users Association Empowerment for Improved Irrigation Management in Chhattisgarh,ADTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,350.00",UKG,31-Jul-2005,29-Mar-2005
2005,4574,CAM,Community Self-Reliance and Flood Risk Reduction,ADTA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,500.00,PRF,,08-Apr-2005
2005,4575,CAM,SSTA for the Cambodia Business Initiative in Rural Development,ADTA,E,C,Finance,Multi-Donor Trust Fund,Multidonor,150.00,PRF,,05-Apr-2005
2005,4580,PRC,NGO-Government Partnerships in Village-Level Poverty Alleviation,ADTA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,"1,000.00",PRF,,20-Apr-2005
2005,4586,PRC,Guiyang Integrated Water Resources Mgt Project,PPTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,160.00,CFWS,,16-May-2005
2005,4590,NAU,Reform of the Nauru Phosphate Corporation,ADTA,C,C,Energy,Bilateral,Single Donor,375.00,AUS,,25-May-2005
2005,4591,MLD,Developing a Results-Oriented 7th National Development Plan,ADTA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,377.00,NPRS,,25-May-2005
2005,4595,THA,Supporting Post Tsunami Activities and Coastal Zone Management,ADTA,E,C,Agriculture and Natural Resources,Special Fund,ADB,150.00,ATF,,10-Jun-2005
2005,4597,THA,Promoting International Cooperation on Anti-Money Launderingand Combating the Financing of Terrorism,ADTA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,300.00,RTFSI,,10-Jun-2005
2005,4598,TAJ,Rural Development,PPTA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,150.00,PRF,,14-Jun-2005
2005,4601,PHI,Strengthening Anti-Money Laundering Regime (Phase II),ADTA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,400.00,RTFSI,,24-Jun-2005
2005,4602,PAK,Support to Implementation of Gender Reform Action Plans,ADTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,800.00,PRF,,24-Jun-2005
2005,4602,PAK,Support to Implementation of Gender Reform Action Plans,ADTA,J,PS,Public Sector Management,Bilateral,Single Donor,"3,665.00",CAN,,24-Jun-2005
2005,4603,VIE,Strategic Secondary Education Planning and Cooperation,ADTA,J,C,Education,Bilateral,Single Donor,300.00,2nd Danish Cooperation Fund for Technical Assistance,,28-Jun-2005
2005,4604,PRC,Nanjing Water Utility Long-Term Capital Finance in Commercial Markets,ADTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,110.00,CFWS,,28-Jun-2005
2005,4612,VIE,Results-based Monitoring of Poverty Reduction and Growth,ADTA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,400.00,MFDR,,14-Jul-2005
2005,4613,THA,Subregional Development Plan for the Tsunami Affected Adaman Region,ADTA,E,C,Public Sector Management,Special Fund,ADB,"1,700.00",ATF,,06-Jul-2005
2005,4614,MLD,Promoting Sound Environmental Mgt in the Aftermath of theTsunami Disaster,ADTA,E,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,400.00,CFWS,,19-Jul-2005
2005,4621,AZE,Participatory Strategy Devt. and Implementation forAchieving the MDGs,ADTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,650.00,NPRS,,21-Jul-2005
2005,4624,LAO,Capacity Devt. for Monitoring Devt. Results of the NationalGrowth and Poverty Eradication Strategy,ADTA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,150.00,MFDR,,26-Jul-2005
2005,4625,VIE,Song Bung 4 Hydropower Project Phase II,PPTA,J,C,Energy,Bilateral,Single Donor,600.00,FRA,,02-Aug-2005
2005,4627,LAO,Public Expenditure Planning for National Growthand Poverty Eradication Strategy (NGPES),ADTA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,700.00,NPRS,,02-Aug-2005
2005,4632,MON,Urban Development and Housing Projects,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,250.00,PRF,,18-Aug-2005
2005,4637,AFG,Capacity Building Economic Management,ADTA,J,C,Public Sector Management,Bilateral,Single Donor,190.00,AUS,,26-Aug-2005
2005,4638,VIE,Implementing the Regulatory and Supervisory Frameworkfor Microfinance,ADTA,E,C,Finance,Multi-Donor Trust Fund,Multidonor,250.00,PRF,,29-Aug-2005
2005,4640,PRC,Ningxia Yinchuan Integrated Ecosystem Management,PPTA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,350.00,GEF,,30-Aug-2005
2005,4642,PAK,Punjab Irrigated Agriculture Devt. Sector Project,PPTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,90.00,CFWS,,01-Sep-2005
2005,4642,PAK,Punjab Irrigated Agriculture Devt. Sector Project,PPTA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,557.00,NET,,01-Sep-2005
2005,4644,VIE,Support to Thua Thien Hue and Quang Tri Provinces for FormulatingSustainable Poverty Reduction and Growth Programs,ADTA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,900.00,NPRS,,07-Sep-2005
2005,4645,CAM,Restructuring of the Railways in Cambodia,ADTA,E,C,Transport and ICT,Bilateral,Single Donor,"1,500.00",FRA,,14-Sep-2005
2005,4649,PRC,Alternative Energy Supply for Rural Poor in Remote Areas,ADTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,500.00,PRF,,21-Sep-2005
2005,4653,RMI,Increasing Ownership and Effective Demand for Improved Urban Waste Management,ADTA,E,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,300.00,PRF,,22-Sep-2005
2005,4661,TAJ,Local Government Finance Capacity Building,ADTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,500.00,GCF,,03-Oct-2005
2005,4664,TAJ,Farm Analysis and Awareness-Raising for Debt Resolution,ADTA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,800.00,PRF,,04-Oct-2005
2005,4669,CAM,Study of the Influence of Built Structures in the Fisheriesof the Tonle Sap,ADTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,765.00,FIN,,13-Oct-2005
2005,4677,CAM,Financial Sector Blueprint Update,ADTA,E,C,Finance,Bilateral,Single Donor,150.00,SPA,,31-Oct-2005
2005,4678,IND,North Eastern Region Urban Devt. Phase II,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,800.00,UKG,,31-Oct-2005
2005,4678,IND,North Eastern Region Urban Devt. Phase II,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,160.00,CFWS,,31-Oct-2005
2005,4679,VIE,Capacity Building Support to Dak Nong Province forImproving Poverty Reduction and Growth Performance,ADTA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,650.00,PRF,,31-Oct-2005
2005,4680,PRC,Alternative Livelihood Options to Facilitate Coal Sector Restructuring,ADTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,300.00,PRF,,02-Nov-2005
2005,4689,VIE,Developing Benefit Sharing Mechanisms for People Adversely Affected by Power Generation Projects,ADTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,150.00,PRF,,14-Nov-2005
2005,4690,VIE,Strengthening Institutional Capacity of Local Stakeholders forImplementation of Son La Livelihood & Resettlement Plan,ADTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,000.00",PRF,,14-Nov-2005
2005,4692,IND,Integrated Coastal Mgt and Related Investment Devt,ADTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,250.00,UKG,,21-Nov-2005
2005,4694,PRC,Urban Poverty Strategy Study II,ADTA,E,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,300.00,PRF,,23-Nov-2005
2005,4698,PRC,Road Safety Improvement,ADTA,J,PS,Transport and ICT,Multilateral,Multidonor,225.00,GRSP,,24-Nov-2005
2005,4700,SOL,Supporting Business Law Reform,ADTA,E,C,Public Sector Management,Bilateral,Single Donor,200.00,AUS,,25-Nov-2005
2005,4707,BAN,Participation of the Urban Poor in Municipal Governance Project,ADTA,E,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,480.00,PRF,,02-Dec-2005
2005,4709,UZB,Rural Renewable Energy Devt. Project,PPTA,E,C,Energy,Bilateral,Single Donor,300.00,Second Finnish Technical Assistance Grant Fund,,02-Dec-2005
2005,4711,VIE,Implementation of the Environmental Mgt Plan for the Son LaHydropower Project,ADTA,E,C,Energy,Bilateral,Single Donor,800.00,Second Finnish Technical Assistance Grant Fund,,02-Dec-2005
2005,4713,VIE,Capacity Building in the Strategic Environmental Assessment of the Hydropower Sector,ADTA,E,C,Energy,Bilateral,Single Donor,475.00,Second Finnish Technical Assistance Grant Fund,,05-Dec-2005
2005,4714,VIE,"Air Pollution, Poverty, & Health Effects in Ho Chi Minh City",ADTA,E,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,600.00,PRF,,05-Dec-2005
2005,4726,AZE,Renewable Energy Development Project,PPTA,E,C,Energy,Bilateral,Single Donor,200.00,Second Finnish Technical Assistance Grant Fund,,12-Dec-2005
2005,4740,BAN,Command Area Development Project II,PPTA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,350.00,PRF,,19-Dec-2005
2005,4754,NEP,Preparing the Education Sector Devt. Program I,PPTA,E,C,Education,Multi-Donor Trust Fund,Multidonor,150.00,PRF,,21-Dec-2005
2005,4755,CAM,Developing Deposit Services in Rural Cambodia,ADTA,E,C,Finance,Multi-Donor Trust Fund,Multidonor,600.00,PRF,,21-Dec-2005
2005,4759,NEP,Reaching the Most Disadvantaged Groups in Mainstream Rural Development,ADTA,E,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,685.00,PRF,,22-Dec-2005
2005,6078,REG,Rural Finance in Central Asia,RETA,J,C,Finance,Bilateral,Single Donor,50.00,2nd Danish Cooperation Fund for Technical Assistance,,07-Jun-2005
2005,6085,REG,Preparing a Pacific Governance Strategy,RETA,J,PS,Public Sector Management,Bilateral,Single Donor,17.22,USA,,08-Apr-2005
2005,6113,REG,Making Markets Work Better for the Poor,RETA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,385.00,PRF,,21-Nov-2005
2005,6113,REG,Making Markets Work Better for the Poor,RETA,E,PS,Public Sector Management,Bilateral,Single Donor,25.00,AUS,,25-Apr-2005
2005,6113,REG,Making Markets Work Better for the Poor,RETA,J,PS,Public Sector Management,Bilateral,Single Donor,33.60,AUS,,01-Apr-2005
2005,6144,REG,Better Air Quality Mgt in Asia,RETA,E,PS,Water and Other Municipal Infrastructure and Services,Private Sector,Multidonor,390.00,Private Sector,,17-Aug-2005
2005,6171,REG,Reviewing the Poverty Impact of Regional EconomicIntegration in the GMS,RETA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,100.00,NPRS,,13-Sep-2005
2005,6185,REG,Regional Workshops in Preparation for the 2nd High LevelForum on Harmonization: An Alignment for AID Effectiveness,RETA,J,PS,Public Sector Management,Bilateral,Single Donor,32.51,JPN,,19-Jan-2005
2005,6185,REG,Regional Workshops in Preparation for the 2nd High LevelForum on Harmonization: An Alignment for AID Effectiveness,RETA,J,PS,Public Sector Management,Multilateral,Multidonor,9.43,EBRD,,19-Jan-2005
2005,6194,REG,GMS Regional Communicable Disease Control Project,RETA,E,C,Health and Social Protection,Bilateral,Single Donor,250.00,BEL,,15-Jun-2005
2005,6222,REG,Leadership Enhancement & Advancement Program,RETA,E,C,Education,Bilateral,Single Donor,50.00,AUS,,20-Dec-2005
2005,6234,REG,Regional Environmental Compliance and Enforcement Network,RETA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,250.00,GCF,,09-Mar-2005
2005,6236,REG,Central Asian Countries Initiative for Land Mgt,RETA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,700.00,GEF,,23-Mar-2005
2005,6236,REG,Central Asian Countries Initiative for Land Mgt,RETA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,50.00,GM,,23-Mar-2005
2005,6237,REG,GMS Phnom Penh Plan for Devt. Mgt. II,RETA,J,PS,Multisector,Bilateral,Single Donor,350.00,NZL,,01-Aug-2005
2005,6237,REG,GMS Phnom Penh Plan for Devt. Mgt. II,RETA,J,PS,Multisector,Bilateral,Single Donor,"1,613.00",FRA,,01-Aug-2005
2005,6237,REG,GMS Phnom Penh Plan for Devt. Mgt. II,RETA,E,C,Multisector,Bilateral,Single Donor,500.00,PRC-PR Fund,,27-Jul-2005
2005,6242,REG,"Developing a New Policy Paradigms for Sustainable Livelihoods Protection & Natural Resources Mgt among Ethnic Minorities of the GMS: A Study of Policies and their Impacts, Strategies for Change",RETA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,150.00,NPRS,,17-May-2005
2005,6243,REG,GMS for Strengthening Malaria Control for Ethnic Minorities,RETA,E,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,750.00,PRF,,23-May-2005
