,type,approval number,country,year,title,status
1132,TA,7564,PRC,2010,INNOV FINANCING MECH FOR ENRGY EFFICIENCY&EMISSION REDN IN SMES,FIN COMPL
1133,TA,7565,IND,2010,ADV PROJ PREPAREDNESS FOR PVRTY REDN-PREP INVT PLAN FOR HIMACHAL-SPRJ7,FIN COMPL
1134,TA,7569,PHI,2010,THREE WIND FARM PROJECTS IN LUZON,FIN COMPL
1135,TA,7571,MON,2010,REFORMING HIGHER EDUCATION FOR A KNOWLEDGE SOCIETY,FIN COMPL
1136,TA,7573,NEP,2010,DECENTRALIZED RURAL INFRASTRUCTURE & LIVELIHOOD PROJECT II,FIN COMPL
1137,TA,7575,REG,2010,DTERMNING D' POTENTL FR CARBON CAPTURE & STORAGE N SOUTHEAST ASIA,FIN COMPL
1138,TA,7576,REG,2010,PROMOTING AN INTERLINKED ASEAN CAPITAL MARKET,FIN COMPL
1139,TA,7580,REG,2010,SSTA-CAP DEVL OF SLCTED DEVLOPNG MEMBR CNTRIES ON INT'L TAXATION-,FIN COMPL
1140,TA,7581,REG,2010,ENBLING CLMTE CHNGE RSPNSE N ASIA & D'PACIFIC-SUPRTING (SUBPROJ,ACTIVE
1141,TA,7582,REG,2010,GMS SUBREGION: CAP BLDG FR HIV/AIDS PRVNTION N LAO PDR & VIET NAM,FIN COMPL
1142,TA,7583,INO,2010,GEOTHERMAL POWER DEVELOPMENT PROJECT,FIN COMPL
1143,TA,7587,PHI,2010,STRENGTHENED GENDER IMPACTS OF SOCIAL PROTECTION,FIN COMPL
1144,TA,7588,VAN,2010,STATE-OWNED ENTERPRISE RATIONALIZATION PROGRAM,FIN COMPL
1145,TA,7590,NEP,2010,PREPARING HYDROPOWER DEVELOPMENT FOR ENERGY CRISIS,FIN COMPL
1146,TA,7591,MON,2010,ULAANBAATAR WATER & SANITATION SERVICES & PLANNING IMPROVEMENT,FIN COMPL
1147,TA,7599,TAJ,2010,CLIMATE RESILIENCY FOR NATURAL RESOURCES INVESTMENTS,FIN COMPL
1148,TA,7600,SRI,2010,MULTIMODAL TRANSPORT PROJECT,FIN COMPL
1149,TA,7601,REG,2010,UPDATING AND IMPROVING THE SOCIAL PROTECTION INDEX,FIN COMPL
1150,TA,7605,IND,2010,MADHYA PRADESH URBAN ENVIRONMENTAL IMPROVEMENT PROJ II (SUBPRJ 8),CANCELLED
1151,TA,7610,CAM,2010,SUPPORTNG POLCY&INSTTNL REFRMS &CAPDEV IN THE WATER SECTOR,ACTIVE
1152,TA,7611,VIE,2010,"STRNGTHN INSTNL&FINCL ARRNGMNTS,OPER&MAINT,&GVRNACE IN RDTRNSPRT",FIN COMPL
1153,TA,7612,LAO,2010,SUPPORT FOR POST-PRIV SECTOR&SME DEVT PROGRAM PARTNERSHIP FRMWRK,FIN COMPL
1154,TA,7613,REG,2010,KNOWLEDGE PLATFORM DEVL FOR THE ASIA SOLAR ENERGY INITIATIVE,FIN COMPL
1155,TA,7616,SOL,2010,SSTA-SUPPORT FOR THE FORMULATION OF A NAT'L STRATEGIC PLAN,FIN COMPL
1156,TA,7618,REG,2010,DEVL OF REGL COOPERATION PROGMS FOR MONGOLIA & THE PRC (PHASE 2),ACTIVE
1157,TA,7619,MON,2010,UPDATING THE ENERGY SECTOR DEVELOPMENT PLAN,FIN COMPL
1158,TA,7624,LAO,2010,CAPCTY STRENGTHENING FR GENDER MAINSTREAMING N D AGRICULTURE SECT,FIN COMPL
1159,TA,7625,IND,2010,DEEPENING CAP BLDG FOR MAINSTREAMING PUBLIC-PRIVATE PARTNERSHIP,FIN COMPL
1160,TA,7629,VIE,2010,CAPACITY BLDG FOR RIVER BASIN WATER RESOURCES PLANNING,FIN COMPL
1161,TA,7636,PRC,2010,MUNICIPAL NATURAL GAS INFRASTRUCTURE DEVELOPMENT PRJECT (PHASE 2),ACTIVE
1162,TA,7637,AFG,2010,Power Sector Master Plan,FIN COMPL
1163,TA,7642,BAN,2010,ENERGY EFFICIENCY IMPROVEMENT,FIN COMPL
1164,TA,7643,PRC,2010,RENEWABLE ENERGY DEVELOPMENT IN QINGHAI,FIN COMPL
1165,TA,7644,REG,2010,GREATER MEKONG SUBREGION: PREPARING THE CORRIDOR TOWNS DEVELOPMT,FIN COMPL
1166,TA,7645,REG,2010,ENABLING CLIMATE CHANGE RESPONSES IN ASIA AND THE PACIFIC,ACTIVE
1167,TA,7646,COO,2010,PBLIC FINANCE MGMT & PBLIC SECTOR PERFORMANCE REVIEW,FIN COMPL
1168,TA,7650,REG,2010,REGIONAL TRANSPORT DEVELOPMENT IN SOUTH ASIA,ACTIVE
1169,TA,7651,REG,2010,SPPRTNG BOAO FORUM FR ASIA &ASIAN EXIM BNK ON REG ECONMC&PRTNRSHP,ACTIVE
1170,TA,7653,INO,2010,Strengthening National Public Procurement Processes,FIN COMPL
1171,TA,7658,PRC,2010,EFFECTIVE RESERVOIR UTILIZATION FOR INTGRATD WATER RESOURCES MGMT,FIN COMPL
1172,TA,7659,SRI,2010,LAGGING LOCAL AUTHORITIES INFRASTRUCTURE DEVELOPMENT PROJECT,FIN COMPL
1173,TA,7663,BRU,2010,STRENGTHNING THE PUBLIC FINANCIAL MNGMENT IN BRUNEI DARUSSALAM,CANCELLED
1174,TA,7666,NEP,2010,ENERGY ACCESS & EFFICIENCY IMPROVEMENT PROJECT II,FIN COMPL
1175,TA,7679,REG,2010,"PROMOTING RENEWABLE ENERGY,CLEAN FUELS,&ENERGY EFFICIENCY IN GMS",FIN COMPL
1176,TA,7683,PHI,2010,URBAN WATER SUPPLY AND SANITATION PROJECT,FIN COMPL
1177,TA,7687,PRC,2010,STRNGTHNG CPCTY TO ADDRESS CLMTE CHNGE FR SMLL&MED SIZED CTY DEVT,FIN COMPL
1178,TA,7690,REG,2010,BROADENING INVESTOR BASE FOR LOCAL CURRENCY BONDS IN ASEAN+3,ACTIVE
1179,TA,7698,TIM,2010,SUPPORTING ROAD NETWORK DEVELOPMENT,FIN COMPL
1180,TA,7706,REG,2010,CMPRTVE INFRAS. DEVT ASESMNT OF KNGDM OF THAILAND & REP OF KOREA,FIN COMPL
1181,TA,7713,IND,2010,SSTA-PROJ MNGT CAPCTY BLDG FR WATER RESOURCES SECTOR EXCTNG AGNCS,FIN COMPL
1182,TA,7715,SOL,2010,SUPPORTING THE TRANSPORT SECTOR DEVELOPMENT PROJECT,ACTIVE
1183,TA,7716,PHI,2010,DCNTRLZD FRMWRK FR SSTAINBLE NTL RSRCS & RURAL INFRASTRUCTURE MGT,FIN COMPL
1184,TA,7718,REG,2010,"PRMTNG LNKS & IMPRVNG COORD. AMONG GMS,BIMP-EAGA,IMT-GT & THE ASEAN",FIN COMPL
1185,TA,7720,BAN,2010,SUPRT TO LGED IN INSTNLZNG WOMEN'S BNFITS FRM RURAL INFRAS INITVS,ACTIVE
1186,TA,7721,PRC,2010,DVLOPNG SMART GRID TECH FR EFFICIENT UTILIZTION OF RENEWBLE ENRGY,FIN COMPL
1187,TA,7722,IND,2010,ADVNCD PROJ PRPARDNESS FOR POVRTY REDUCTN-CAP DVL FOR COMNTY BSED,FIN COMPL
1188,TA,7727,NEP,2010,INTEGRATED URBAN DEVELOMPMENT PROJECT,FIN COMPL
1189,TA,7728,LAO,2010,RURAL ACCESS IMPROVEMENT PROJ ALONG D'EAST-WEST ECONOMIC CORRIDOR,FIN COMPL
1190,TA,7729,INO,2010,CAPACITY DEVL ASSISTANCE FOR PUBLIC-PRIVATE PARTNERSHIPS,FIN COMPL
1191,TA,7731,PRC,2010,STRNGTHNING PRTICPTRY IRRIGTN MNGT & PROJ MNGT CAP N QINGHAI PROV,FIN COMPL
1192,TA,7733,PHI,2010,SUPPORT FOR SOCIAL PROTECTION REFORM,ACTIVE
1193,TA,7735,REG,2010,"BLDG CAP FOR ENVIRONMENTAL PROSECUTION,ADJUDICATION,DISPUTE RESOL",ACTIVE
1194,TA,7739,INO,2010,SUPPORTING WATER OPERATORS' PARTNERSHIP,FIN COMPL
1195,TA,7741,TIM,2010,SUPPORT FOR EFFECTIVE AID MANAGEMENT,FIN COMPL
1196,TA,7743,REG,2010,STRNGTHNING INST'L CAP TO COMPILE & ANLYZE FINL SOUNDNESS INDCATR,ACTIVE
1197,TA,7744,REG,2010,ASIA-PACIFIC COM OF PRCTICE ON MANGNG DEVL RESLTS (APCOP)-FRM CON,FIN COMPL
1198,TA,7745,IND,2010,ADVNCED PROJ PREPRDNESS FOR POVERTY REDUCTION-MPRMDP (SUB-PROJ 11,FIN COMPL
1199,TA,7746,SRI,2010,TECHNICAL EDUCATION & VOCATIONAL TRAINING SECTOR DEVL PROJECT,FIN COMPL
1200,TA,7749,IND,2010,CAP DEVL FR PROJ MNGT OF INFRSTRCTRE DEVL FOR RURAL LIVELIHOOD EN,FIN COMPL
1201,TA,7753,REG,2010,STRNGT. CSTAL&MRINE RSRCS MGT IN THE CORAL TRNGLE OF THE PCFC PH2,ACTIVE
1202,TA,7760,NEP,2010,SUPPORT FOR THE IMPLEMENTATION OF SCHOOL SECTOR REFORM PROGRAM,FIN COMPL
1203,TA,7761,IND,2010,ADV PRJT PREP FR PVRTY RDCTN CPCTY DEV FR JHRKHND STE RD SEC SP11,FIN COMPL
1204,TA,7762,NEP,2010,PREPARATION OF THE AGRICULTURAL DEVELOPMENT STRATEGY,FIN COMPL
1205,TA,7764,REG,2010,ENSURING SUSTAINBLTY OF GREATER MEKONG SUBRGION REGL POWER DEVT,FIN COMPL
1206,TA,7766,IND,2010,ADV PRJ PREP-PVRTY RDCTN INSTNL DEV-VAL-CHN APP-AGR-BIHAR&MHRSTRASP12,ACTIVE
1207,TA,7768,INO,2010,INSTITUTIONAL STRENGTHENING FOR THE WATER RESOURCES SECTOR,FIN COMPL
1208,TA,7771,IND,2011,HIMACHAL PRADESH CLEAN ENERGY TRANSMISSION INVESTMENT PROGRAM,FIN COMPL
1209,TA,7775,REG,2011,CAREC-TRNSPRT & TRDE FCILTION:BORDER CROSSING POINT IMPRVT & SING,FIN COMPL
1210,TA,7776,INO,2011,SSTA-PREPARATION OF THE FOREST INVESTMENT STRATEGY,FIN COMPL
1211,TA,7777,NEP,2011,IMPROVING ACCESS TO FINANCE SECTOR DEVELOPMENT PROGRAM,FIN COMPL
1212,TA,7778,SRI,2011,IMPLEMENTATION OF ENERGY EFFICIENCY POLICY INITIATIVE,FIN COMPL
1213,TA,7779,VIE,2011,SUP FOR THE NTNL TRGT PRGRM ON CLMTE CHNGE W/ FOCUS ON ENRGY&TRNS,FIN COMPL
1214,TA,7780,LAO,2011,NAT'L INTEGRATED WATER RESOURCES MNGT SUPPORT PROJECT,ACTIVE
1215,TA,7781,PHI,2011,RURAL COMMUNITY-BASED RENEWABLE ENERGY DEVELOPMENT IN MINDANAO,ACTIVE
1216,TA,7782,PNG,2011,FACILITATING PUBLIC-PRIVATE PARTNERSHIPS,ACTIVE
1217,TA,7787,REG,2011,PACIFIC REG'L INFO & COMMNCTN TECH CONNECTIVITY PROJECT (PHASE 2),FIN COMPL
1218,TA,7791,REG,2011,CPCTY BLDNG FOR IMPLMNTING PRIVATE SCTOR LED INTGRTION IN S. ASIA,ACTIVE
1219,TA,7793,INO,2011,INSTITUTIONAL CAPACITY BUILDING OF INDONESIA EXIMBANK,FIN COMPL
1220,TA,7794,REG,2011,IMPLEMENTING THE PACIFIC REGIONAL AUDIT INITIATIVE,FIN COMPL
1221,TA,7796,PHI,2011,STRENGTHENING PUBLIC PRIVATE PARTNERSHIPS IN THE PHILIPPINES,ACTIVE
1222,TA,7798,REG,2011,"Promoting Energy Efficiency in  the Pacific, Phase II",ACTIVE
1223,TA,7800,REG,2011,BUILDING CAPACITY FOR STATISTICS IN THE PACIFIC,ACTIVE
1224,TA,7801,TAJ,2011,STRENGTHENING PUBLIC RESOURCE MANAGEMENT PROGRAM,FIN COMPL
1225,TA,7802,IND,2011,CAPACITY BUILDING FOR COMMERCIAL BANK LENDING FOR SOLAR ENERGY,FIN COMPL
1226,TA,7805,REG,2011,STRENGTHENING THE CAPACITY OF ASIA PACIFIC ECONOMIC COOPERATION,ACTIVE
1227,TA,7806,PHI,2011,RESULTS-ORIENTED STRATEGIC PLANNING AND DEV'T MNGT FR INCL GROWTH,ACTIVE
1228,TA,7807,NEP,2011,SCALING UP MICRO AND MINI RENEWABLE ENERGY INITIATIVES,FIN COMPL
1229,TA,7808,IND,2011,DVLPMNT OF INTL CENTER FOR APPLCTN OF SOLAR ENERGY TECHNOLOGIES,ACTIVE
1230,TA,7809,PHI,2011,SUPPRT TO LOCAL GOVERNMENT REVENUE GENERATION & LAND ADMIN REFORM,ACTIVE
1231,TA,7810,REG,2011,SUPPRTNG & ENHANCNG REG SURVEILLNCE FOR ASEAN+3 & CHIANGMAI INT,ACTIVE
1232,TA,7812,REG,2011,DEVELOPING A DISASTER RISK FINANCING CAPABILITY,ACTIVE
1233,TA,7813,REG,2011,Coastal and Marine Resources Mgt in the Coral Triangle-Southeast Asia,ACTIVE
1234,TA,7814,IND,2011,ADV PRJCT PRPRDNESS FOR PVRTY REDCTN-RAJASTHAN SOLAR PRK CAP DEV,FIN COMPL
1235,TA,7815,IND,2011,ADVANCED PROJECT PREPAREDNESS FOR POVERTY REDUCTION GUJARAT SOLAR,FIN COMPL
1236,TA,7816,NEP,2011,SCALING UP SMALL HYDRO POWER PROJECT,FIN COMPL
1237,TA,7817,PRC,2011,DEVELOPMENT OF ENERGY MANAGER PROGRAM FOR ENERGY CONS IN SHANDONG,FIN COMPL
1238,TA,7822,VIE,2011,CENTRAL MEKONG DELTA CONNECTIVITY TECHNICAL ASSISTANCE PROJECT,ACTIVE
1239,TA,7827,REG,2011,STRENGTHENING CLIMATE RISK AND RESILIENCE CAPACITY OF PDMCS (PH1),FIN COMPL
1240,TA,7833,REG,2011,CAP BLDG FR THE EFFICIENT UTLZTN OF BIOMASS FOR BIOENRGY & FOOD,ACTIVE
1241,TA,7838,IND,2011,CAPACITY BUILDING FOR NORTH EASTERN STATE ROADS SECTOR,FIN COMPL
1242,TA,7842,REG,2011,ENHANCING KNOWLEDGE ON CLIMATE  TECHNOLOGY AND FINANCNG MECHANISM,FIN COMPL
1243,TA,7843,INO,2011,STRENGTHENING SANITATION PLANNING AND EFFICIENCY IMPROVEMENT,ACTIVE
1244,TA,7844,MON,2011,ROAD SECTOR CAPACITY DEVELOPMENT,FIN COMPL
1245,TA,7845,REG,2011,REGIONAL PROGRAM FOR RESEARCH AND CAPACITY DEVT ON WATER SECURITY,ACTIVE
1246,TA,7846,UZB,2011,DESIGN AND STRENGTHENING OF THE SOLAR ENERGY INSTITUTE,FIN COMPL
1247,TA,7848,BAN,2011,CLIMATE CHANGE CAPACITY BUILDING AND KNOWLEDGE MANAGEMENT,FIN COMPL
1248,TA,7849,INO,2011,WATER RESOURCES AND RIVER BASIN MANAGEMENT,ACTIVE
1249,TA,7851,REG,2011,SUPRT FR IMPLMNTNG ACTN PLAN FR TRANSPORT & TRADE IN GMS(SUBPRJ1),FIN COMPL
1250,TA,7852,REG,2011,Nineteenth Tax Conference,FIN COMPL
1251,TA,7860,PRC,2011,MANAGING THE WATER RESOURCES OF BOYANG LAKE,FIN COMPL
1252,TA,7864,REG,2011,FINANCIAL REGULATORY REFORMS IN ASIA,FIN COMPL
1253,TA,7866,LAO,2011,RENEWABLE ENERGY DEVELOPMENT IN REMOTE COMMUNITIES PROJECT,FIN COMPL
1254,TA,7867,IND,2011,ADV PROJ PREPRDNESS FOR POVERTY REDUCTN-CAP BLDG & INST STRNGTH F,FIN COMPL
1255,TA,7868,REG,2011,SSTA-KOREA-ADB CONF ON KNOWLEDGE SHARING & DEVT EFF IN THE ASIA,FIN COMPL
1256,TA,7869,PNG,2011,Maritime and Waterways Safety Project,FIN COMPL
1257,TA,7870,PHI,2011,STRENGTHENING INSTITUTIONS FOR AN IMPROVED INVESTMENT CLIMATE,FIN COMPL
1258,TA,7871,INO,2011,INTEGRATED CITARUM WATER RESOURCES MNGT INVESTMENT PROGRAM-PFR2,ACTIVE
1259,TA,7872,REG,2011,LEARNING FROM E-LEARNING:TESTING INTELLIGENT LEARNING SYS IN S.A,ACTIVE
1260,TA,7881,BHU,2011,DEVELOPING A REVENUE ADMINISTRATION MANAGEMENT INFORMATION SYSTEM,ACTIVE
1261,TA,7882,MON,2011,FIFTH HEALTH SECTOR DEVELOPMENT PROJECT,FIN COMPL
1262,TA,7883,NEP,2011,BUILDING CLIMATE RESILIENCE OF WATERSHEDS IN MOUNTAIN ECO-REGIONS,FIN COMPL
1263,TA,7884,IND,2011,ADVANCED PROJ PREPARDNESS FOR PVERTY REDCTION-CAP BLDG FOR BIHAR,FIN COMPL
1264,TA,7885,VIE,2011,SPPRT TO CNTRL & LOC GOVT'S TO IMP URBAN ENVRNMNTL IMPRVMT PROGRM,ACTIVE
1265,TA,7887,BHU,2011,GREEN POWER DEVELOPMENT PROJECT II,FIN COMPL
1266,TA,7890,BAN,2011,"STRNGHTNNG THE RESLNCE OF THE URBAN WATER SUPPLY,DRAINAGE & SANIT",FIN COMPL
1267,TA,7892,VIE,2011,SUSTAINABLE URBAN TRANSPORT FOR HO CHI MINH CITY MRT LINE 2 PROJ,FIN COMPL
1268,TA,7894,VIE,2011,STRNGTHNG SUSTAINABLE URBAN TRANSPORT FR HA NOI METRO LINE3 PROJ,FIN COMPL
1269,TA,7898,REG,2011,DEVELOPING THE SERVICES SECTOR AS AN ENGINE FOR INCLUSIVE GROWTH,FIN COMPL
1270,TA,7900,VIE,2011,IMPROVEMENT OF ROAD SAFETY & CLIMATE RESILIENCE ON NAT'L HIGHWAYS,FIN COMPL
1271,TA,7902,BAN,2011,CLIMATE RESILIENT INFRASTRUCTURE IMPROVEMENT IN COASTAL ZONE PROJ,FIN COMPL
1272,TA,7903,REG,2011,REGIONAL FORUM ON PUBLIC SECTOR ACCOUNTING,ACTIVE
1273,TA,7904,CAM,2011,CLIMATE RESILIENT RICE COMMERCIALIZATION SECTOR DEVELOPMENT PROG,FIN COMPL
1274,TA,7909,INO,2011,IMPLEMENTING EFFECTIVE CLIMATE CHANGE ADAPTATION POLICY,ACTIVE
1275,TA,7911,REG,2011,BROADENING THE SCOPE OF ASIAN BOND MARKTS INITIATVE UNDER ASEAN+3,FIN COMPL
1276,TA,7914,REG,2011,HARNESSING CLIMATE CHANGE MITIGATION INITIATIVES TO BENEFIT WOMEN,ACTIVE
1277,TA,7917,UZB,2011,AMU BUKHARA IRRIGATION SYSTEM REHABILITATION,FIN COMPL
1278,TA,7918,REG,2011,SUPPORT TO URBAN INGRASTRUCTURE DEVELOPMENT AND FINANCING,ACTIVE
1279,TA,7920,REG,2011,SUPPORTING WATER OPERATORS' PARTNERSHIPS IN ASIA AND THE PACIFIC,ACTIVE
1280,TA,7921,IND,2011,ADV PRJ PRPRDNSS FR PVRTY RED-SUPPRTNG CLEAN VILL ENV FOR MDGS,FIN COMPL
1281,TA,7926,VIE,2011,WATER RESOURCES DEVELOPMENT IN MID-AND NORTHEAST RED RIVER DELTA,FIN COMPL
1282,TA,7927,FSM,2011,STRENGTHENING INFRASTRUCTURE PLANNING AND IMPLEMENTATION,ACTIVE
1283,TA,7929,REG,2011,ADDRESSNG DISASTER RISK THROUGH IMPRVED INDICATORS & LAND USE MGT,ACTIVE
1284,TA,7934,CAM,2011,IMPLEMENTING SUBPROGRAM 2 OF THE THIRD FINANCIAL SECTOR PROGRAM,ACTIVE
1285,TA,7935,NEP,2011,CAPACITY DEVELOPMENT FOR SCHOOL SECTOR PROGRAM IMPLEMENTATION,ACTIVE
1286,TA,7936,NEP,2011,PREPARING THE KATHMANDU VALLEY URBAN ENVIRONMENT IMPROVEMENT PROJ,FIN COMPL
1287,TA,7938,VAN,2011,ESTABLISHMENT OF THE MARITIME SAFETY ADMINISTRATION,ACTIVE
1288,TA,7939,INO,2011,WATER SUPPLY AND SANITATION SECTOR DEVELOPMENT PROJECT,FIN COMPL
1289,TA,7940,TON,2011,OUTER ISLAND RENEWABLE ENERGY PROJECT,FIN COMPL
1290,TA,7941,REG,2011,PREPARING A WATER SUPPLY & SANITATION HANDBOOK FOR SOUTHEAST ASIA,FIN COMPL
1291,TA,7947,IND,2011,INTRODUCING BEST PRACTICES FOR SEPTAGE MANAGEMENT,FIN COMPL
1292,TA,7950,REG,2011,SMART GRID CAPACITY DEVELOPMENT,ACTIVE
1293,TA,7954,IND,2011,KARNATAKA INTEGRATED AND SUSTAINABLE WATER RESOURCES MGT IVT PRGM,FIN COMPL
1294,TA,7955,PHI,2011,EDUCATION IMPROVEMENT SECTOR DEVELOPMENT PROGRAM,FIN COMPL
1295,TA,7956,PRC,2011,DEVELOPING TIANJIN EMISSION TRADING SYSTEM,FIN COMPL
1296,TA,7959,TON,2011,IMPLEMENTING STRATEGIC ECONOMIC MANAGEMENT,ACTIVE
1297,TA,7964,LAO,2011,VIENTIANE SUSTAINABLE URBAN TRANSPORT,ACTIVE
1298,TA,7965,PRC,2011,JIANGXI JI'AN SUSTAINABLE URBAN TRANSPORT PROJECT,FIN COMPL
1299,TA,7967,REG,2011,INNOVATIONS FOR MORE FOOD WITH LESS WATER,ACTIVE
1300,TA,7970,MON,2011,ULAANBAATAR URBAN SERVICES AND GER AREAS DEV'T INVESTMENTPROGRAM,FIN COMPL
1301,TA,7971,MON,2011,GOVERNMENT BOND MARKET DEVELOPMENT,FIN COMPL
1302,TA,7979,BAN,2011,STRATEGIC MASTER PLAN FOR CHITTAGONG PORT,ACTIVE
1303,TA,7980,TAJ,2011,BUILDING CLIMATE RESILIENCE IN THE PYANJ RIVER BASIN,FIN COMPL
1304,TA,7984,NEP,2011,MAINSTREAMING CLIMATE CHANGE RISK MANAGEMENT IN DEVELOPMENT,ACTIVE
1305,TA,7987,REG,2011,CORE ENV PROG & BIODVRSTY CNSRVTN CORRIDORS INTIATIVE IN GMS PH 2,ACTIVE
1306,TA,7989,BAN,2011,SKILLS FOR EMPLOYMENT PROJECT,FIN COMPL
1307,TA,7990,REG,2011,QUANTIUM LEAP WIND POWER DEVELOPMENT IN ASIA AND THE PACIFIC,ACTIVE
1308,TA,7991,ARM,2011,SOLID WASTE MANAGEMENT IMPROVEMENT INVESTMENT PROGRAM,ACTIVE
1309,TA,7992,NEP,2011,SKILLS DEVELOPMENT PROJECT,FIN COMPL
1310,TA,7993,INO,2011,METROPOLITAN SANITATION MANAGEMENT AND HEALTH PROJECT II,FIN COMPL
1311,TA,7994,AFG,2011,SUPPORTING NATURAL RESOURCES OPERATIONS,ACTIVE
1312,TA,7995,KIR,2011,STRENGTHENED PUBLIC FINANCIAL MANAGEMENT,ACTIVE
1313,TA,7998,THA,2011,DEVELOPMENT OF A STRATEGIC FRAMEWORK FOR FINANCIAL INCLUSION,ACTIVE
1314,TA,8001,PRC,2011,STUDY ON CARBON CAPTURE & STORAGE IN NATURAL GAS-BASED PWR PLANTS,FIN COMPL
1315,TA,8003,REG,2011,STRENGTHENING EVALUATION OF POVERTY REDUCTION INNOVATIONS,ACTIVE
1316,TA,8007,IND,2011,WEST BENGAL NORTH SOUTH ROAD CORRIDOR PROJECT(SUPBROJECT 18),ACTIVE
1317,TA,8012,REG,2011,DISASTER RISK FINANCE FOR TOTAL CLIMATE RISK (SUBPROJECT 6),ACTIVE
1318,TA,8015,REG,2011,DEVELOPNG WATER RESOURCES SECTR STRATEGIES IN CENTRAL & WEST ASIA,ACTIVE
1319,TA,8017,REG,2011,SUPPORT FOR PAN BEIBU GULF ECONOMIC COOPERATION,ACTIVE
1320,TA,8018,REG,2011,PRMTN OF INVESMENT IN CLIMATE TECHNLGY PRODCTS THRU VENTURE CAP,ACTIVE
1321,TA,8019,IND,2011,PREPARING STATE ROAD PROJECTS(SUBPROJECT 20),FIN COMPL
1322,TA,8020,IND,2011,PREPRNG THE RAJASTHAN RENWBLE ENRGY TRANSMISSN PRGRM(SUBPRJCT 19),FIN COMPL
1323,TA,8028,BAN,2011,CAPACITY BUILDING OF ANTI CORRUPTION  COMMISSION,FIN COMPL
1324,TA,8033,REG,2011,SUPPORTING PUBLIC MANAGEMENT THRU E-GOVERNMENT CAPACITY DEVLOPMNT,FIN COMPL
1325,TA,8038,PHI,2011,CAPACITY DEVELOPMENT OF FINANCIAL REGULATORS,ACTIVE
1326,TA,8040,REG,2011,MASTER PLAN ON ASEAN CONNECTIVITY IMPLEMENTATION,FIN COMPL
1327,TA,8041,IND,2011,DESIGNING & CAP BLDG FOR STRENGTHENING STATE FINANCES & SERVICE,FIN COMPL
1328,TA,8042,REG,2011,SPPRT FR REG'L MULTISECTOR INVESTMENT FRAMEWORK FOR GMS DEVT(PH1),ACTIVE
1329,TA,8043,IND,2011,RAJASTHAN URBAN DEVELOPMENT PROGRAM (SUBPROJECT 22),FIN COMPL
1330,TA,8045,INO,2011,IMPROVING DOMESTIC CONNECTIVITY,ACTIVE
1331,TA,8049,REG,2012,HARMONIZATION OF BOND STANDARDS & MRKT PRACTICES IN ASEAN+3,FIN COMPL
1332,TA,8050,NEP,2012,BAGMATI RIVER BASIN IMPROVEMENT PROJECT,FIN COMPL
1333,TA,8053,BAN,2012,PREPARING THE KHILKHET WATER TREATMENT PLANT PROJECT,ACTIVE
1334,TA,8054,BAN,2012,MAIN RIVER FLOOD AND BANK EROSION RISK MANAGEMENT PROGRAM,FIN COMPL
1335,TA,8056,IND,2012,GENDER CAP DEVT FOR ELECTCTY DISTRTN LOSS REDCTN IN RURAL MADHYA,ACTIVE
1336,TA,8057,INO,2012,"LOCAL GOVERNMENT FINANCE AND GOVERNANCE REFORM,SUBPROGRAM 2",ACTIVE
1337,TA,8058,LAO,2012,HYDROPOWER IMPACTS AND BEST PRACTICES A COMMUNICATIONS PROJECT,CANCELLED
1338,TA,8060,REG,2012,PROMOTING INNOVATIONS IN WASTE WATER MANAGEMENT IN ASIA & PACIFIC,ACTIVE
1339,TA,8063,IND,2012,ADV PRJ PRPRDNESS FR PVRTY REDCTN CAP BLDG FR NRTH EAST RD(SP24),FIN COMPL
1340,TA,8064,TIM,2012,SECOND DISTRICT CAPITALS WATER SUPPLY PROJECT,ACTIVE
1341,TA,8065,REG,2012,ENHNCNG ADB'S ENGAGEMENT IN FRAGILE &CONFLICT-AFFECTED SITUATIONS,ACTIVE
1342,TA,8066,REG,2012,QUALITY PRIMARY EDUCATION IN THE NORTH PACIFIC,ACTIVE
1343,TA,8072,BAN,2012,TRANSIT ORIENTED DEVT & IMPRVED TRAFFIC MGT IN GAZIPUR CITY CORP,ACTIVE
1344,TA,8073,PHI,2012,CONSUMER PROTECTN IN A COMPETITIVE ELCTRCTY MRKT WITH OPEN ACCESS,FIN COMPL
1345,TA,8074,REG,2012,APPLYING REMOTE SENSING TECHNOLOGY IN RIVER BASIN MANAGEMENT,ACTIVE
1346,TA,8075,REG,2012,IMPRVNG ROAD SAFETY IN THE ASSOCIATION OF SOUTHEAST ASIAN NATIONS,ACTIVE
1347,TA,8076,BHU,2012,STRENGTHENING ROYAL MONETARY AUTHORITY'S REG CAP FR NONBNK INSTNS,FIN COMPL
1348,TA,8079,REG,2012,TRDE FCLTATN SPPRT-ASEAN ECON CMNTY BLUEPRNT IMPLMNTN(GMS-IMT GT),ACTIVE
1349,TA,8080,MON,2012,LOGISTICS CAPACITY DEVELOPMENT PROJECT,ACTIVE
1350,TA,8081,NEP,2012,SCALING UP RENEWABLE ENERGY PROJECT,FIN COMPL
1351,TA,8083,REG,2012,TURKMENISTAN AFGHANISTAN PAKISTAN INDIA NATURAL GAS PIPELINE PRJ,ACTIVE
1352,TA,8085,BAN,2012,Support for the Third Primary Education Development Project,ACTIVE
